hu8_states	hu8	hu8_name	hu8_ha	hu8_pct_in_nwi	hu8_ha_in_nwi	hu8_lat	hu8_long	hu8_zoneid
NY	02050103	Owego-Wappasening	270578.531063170000000	100.000000000006820	270578.531078634960000	42.168133738557351	-76.285598660883537	HU8_122
NY,PA	02050104	Tioga	358513.003698994990000	99.999999999967827	358513.003714639050000	42.022989624034523	-77.368560179086714	HU8_123
NY	02050105	Chemung	313846.508471847980000	99.999999999998693	313846.508458671390000	42.228449901833024	-77.056158769237101	HU8_124
NY	04130002	Upper Genesee	369214.435462758990000	99.999999999988603	369214.435458546500000	42.370642109699347	-77.964148126680826	HU8_125
NY,PA	05010001	Upper Allegheny	671140.332612870030000	100.000000000024200	671140.332704728120000	41.971933483382927	-78.638436379908470	HU8_126
MD,PA,WV,VA	02070003	Cacapon-Town	312024.365792870990000	15.045714025742846	46946.293765905670000	39.368239010051788	-78.563722611652892	HU8_127
MD,WV,PA,VA	02070004	Conococheague-Opequon	589788.476411654960000	40.345585660075628	237953.614943125930000	39.630796891072897	-77.941011573956345	HU8_128
MI	04020101	Black-Presque Isle	261939.706544977990000	99.999999999944677	261939.706186292690000	46.540853142089780	-89.785384443146498	HU8_129
ME	01030003	Lower Kennebec	888546.525382934020000	99.999999999999972	888546.525383583850000	44.744635270419252	-69.797906769028785	HU8_13
MN,CN	09030001	Rainy Headwaters	765380.979001741970000	99.975678410413622	765194.756593360570000	47.994669640971466	-91.751449602465627	HU8_130
MN	09030002	Vermilion	267821.551063956980000	100.000000000000110	267821.551293246970000	47.965808509322109	-92.493708554424501	HU8_131
MN	09030005	Little Fork	485314.782370886010000	100.000000000000090	485314.784327361970000	47.943840310515519	-93.087473454543044	HU8_132
MN	04010201	St. Louis	761740.869636064050000	99.999999999918273	761740.868949627970000	47.182007905627785	-92.509817735343717	HU8_133
MN,WI	04010301	Beartrap-Nemadji	499467.682636091020000	100.000000000041920	499467.682764581460000	46.613788904136854	-91.579281243320338	HU8_134
MN,CN	04010101	Baptism-Brule	406062.021392764000000	99.968289206589731	405933.240222168910000	47.798997604172051	-90.598287040433448	HU8_135
MN	04010102	Beaver-Lester	159015.461895674990000	100.000000000000240	159015.461798440000000	47.133778261039879	-91.681903769262746	HU8_136
MN	04010202	Cloquet	205541.487727103000000	99.999999999999403	205541.487461852610000	47.143857895354863	-92.039172548075854	HU8_137
MN	07010103	Prairie-Willow	539780.925751590980000	99.999999999999645	539780.929419576770000	47.079181853491882	-93.374283644546580	HU8_138
MN	07030003	Kettle	272540.204235407000000	99.999999999999602	272540.204268109110000	46.347735193885192	-92.869269531456666	HU8_139
ME	01050002	Maine Coastal	1245706.748137620000000	99.999998392945315	1245706.747043421300000	44.504381544485227	-68.250880452782198	HU8_14
WI,MI	04010302	Bad-Montreal	336985.477145058980000	99.999999999989967	336985.476755604610000	46.396742598751878	-90.679986903776935	HU8_140
WI	07030002	Namekagon	263799.516147363990000	99.999999999999943	263799.516056093040000	46.070722500626125	-91.658220335835779	HU8_141
WI	07050001	Upper Chippewa	500313.065546625990000	100.000000000000000	500313.065567990300000	45.807396685463296	-91.074447405739818	HU8_142
WI,MI	07050002	Flambeau	305057.486766398010000	100.000000000051940	305057.486774099990000	45.989095897872318	-90.229929993214270	HU8_143
MN,WI	07030001	Upper St. Croix	524729.821725621000000	100.000000000037530	524729.821759611720000	46.054289066161402	-92.181740793127119	HU8_144
MI	04020102	Ontonagon	359568.104968420990000	99.999999999991658	359568.104371517260000	46.466542148985248	-89.226541177464725	HU8_145
MI	04020103	Keweenaw Peninsula	283582.636008407980000	100.000000000000310	283582.637108932130000	47.119309220423702	-88.570841941327600	HU8_146
MI	04020104	Sturgeon	189128.417876321010000	99.999999999999730	189128.417939697300000	46.692803363501476	-88.625814313357637	HU8_147
MI	04020105	Dead-Kelsey	234765.449573847000000	99.999999999999957	234765.449652188540000	46.715092205253626	-87.956082841721042	HU8_148
MI	04020201	Betsy-Chocolay	298152.969745833020000	100.000000000000040	298152.970471752750000	46.522284463571168	-86.230174891561688	HU8_149
ME	01050003	St. George-Sheepscot	354129.357803224990000	99.999995830564131	354129.363540092250000	44.058009527223284	-69.471550345522374	HU8_15
MI	04020202	Tahquamenon	209714.572044853990000	100.000000000000130	209714.572068469280000	46.381050920743753	-85.344305727525551	HU8_150
MI	04020203	Waiska	27741.197666636901000	99.999999999998579	27741.197668234039000	46.450202756737639	-84.942115611522539	HU8_151
MI	04030107	Michigamme	187535.738312172000000	99.999999999999886	187535.738380425520000	46.370241932351313	-88.149433629229407	HU8_152
MI	04030110	Escanaba	240247.548165081010000	99.999999999999943	240247.548464579830000	46.244996633374122	-87.559813624157584	HU8_153
MI	04030111	Tacoosh-Whitefish	166360.630115989010000	100.000000000000040	166360.629724129600000	46.066648191038240	-87.025521532983319	HU8_154
MI	04030112	Fishdam-Sturgeon	150336.870421244010000	100.000000000000280	150336.870215264820000	45.944444366200116	-86.645782218938095	HU8_155
MI	04060106	Manistique	381014.412173116990000	99.999999999999829	381014.412638070880000	46.262964634240497	-86.187943418059163	HU8_156
MI	04060107	Brevoort-Millecoquins	143119.655165865000000	100.000000000000030	143119.652728340760000	46.073450522286514	-85.498216344614207	HU8_157
MI,CN	04070001	St. Marys	214613.144619238010000	99.956821346100185	214520.306555742310000	46.279863488969134	-84.351226760949544	HU8_158
MI	04070002	Carp-Pine	168231.236528412000000	99.999999999999872	168231.238324577050000	46.125967180498471	-84.694200343113039	HU8_159
CN,ME	01010006	Headwaters Saint John River	172523.739605779990000	99.941210552812336	172422.312803388280000	46.335212760400722	-69.951898947284619	HU8_16
MI	04030106	Brule	272473.141427724970000	99.999999999961275	272473.141471393990000	46.166667404990974	-88.622283229101782	HU8_160
MI,WI	07070001	Upper Wisconsin	564561.557494718000000	100.000000000019300	564561.557330295790000	45.746173627192626	-89.522940776057254	HU8_161
MI	04030109	Cedar-Ford	263991.055929161030000	99.999999999987693	263991.056078807040000	45.774554683856501	-87.511204745757141	HU8_162
MI,WI	04030108	Menominee	593867.986247368970000	100.000000000017960	593867.985884061430000	45.697635431903358	-88.077278413053691	HU8_163
WI	04030101	Manitowoc-Sheboygan	422187.426077386020000	99.999999999999986	422187.425922310330000	44.009028255198352	-87.910919260652307	HU8_164
WI	04030102	Door-Kewaunee	198405.002773930000000	99.999999999999972	198405.002970399360000	44.808937239791518	-87.433041963215729	HU8_165
WI	04030103	Duck-Pensaukee	86190.785478181700000	99.999999999999389	86190.785410758908000	44.727915073452600	-88.166234783928175	HU8_166
WI	04030104	Oconto	248870.278071426990000	100.000000000000000	248870.278121951680000	45.105594469447766	-88.380140131712935	HU8_167
WI	04030105	Peshtigo	315849.500724916000000	100.000000000000040	315849.500710585210000	45.342374242172838	-88.247983799056612	HU8_168
WI	04030201	Upper Fox	419627.722327110010000	99.999999999999929	419627.722466224400000	43.843245284882912	-89.189892562333895	HU8_169
ME	01040002	Lower Androscoggin	558484.409128610040000	99.999999999993321	558484.409130506570000	44.377321584678882	-70.504946484873045	HU8_17
WI	04030202	Wolf	965007.514621724960000	100.000000000000000	965007.514633507120000	44.704255804499013	-88.903214215974216	HU8_170
WI	04030203	Lake Winnebago	148229.154101133990000	100.000000000000270	148229.153982350920000	43.911636218160140	-88.469103672988766	HU8_171
WI	04030204	Lower Fox	167861.910948291010000	99.999999999999716	167861.910916671270000	44.381652427647552	-88.189663025170361	HU8_172
WI	04040003	Milwaukee	227651.261324308990000	100.000000000000070	227651.261368804320000	43.391760972107321	-88.097852348520306	HU8_173
WI	07070002	Lake Dubay	704323.622408992030000	100.000000000000030	704323.622430658900000	45.059734458117191	-89.734015978711028	HU8_174
WI	07070003	Castle Rock	841594.778958630050000	99.999999999999972	841594.779370192090000	44.187706458810204	-89.917504062935137	HU8_175
WI,IA	07070005	Lower Wisconsin	611638.463477846000000	100.000000000014520	611638.463231929000000	43.239238129808385	-90.167199116718052	HU8_176
WI	07090001	Upper Rock	490279.310048467010000	100.000000000000090	490279.310113176650000	43.349532886292806	-88.742430261740580	HU8_177
IL	07120003	Chicago	169807.047035936990000	100.000000000172860	169807.046103445230000	41.733914798538301	-87.670142643992932	HU8_178
IL,WI	04040002	Pike-Root	108355.253290031000000	99.999999999956387	108355.253905983310000	42.664795434186871	-87.899156333483887	HU8_179
ME,CN	01030002	Dead	227042.653726932010000	99.973061487153615	226981.491804913410000	45.259381381421640	-70.414401696438617	HU8_18
IL	07120004	Des Plaines	376971.709017327000000	99.999999999949864	376971.709071302900000	41.908491169033766	-88.012146670886750	HU8_180
IL,WI	07120006	Upper Fox	399928.830865197000000	100.000000000053090	399928.830912966510000	42.584658815276697	-88.291914591505360	HU8_181
IN,IL	04040001	Little Calumet-Galien	178715.887407887990000	100.000000000048320	178715.886876365200000	41.641956286918408	-86.976246082232038	HU8_182
IL,IN	07120001	Kankakee	784470.505055569000000	99.999999999935781	784470.504261721270000	41.337306599773704	-87.079100217103132	HU8_183
IN,MI	04050001	St. Joseph	1220685.613763999900000	100.000000000010890	1220685.614888146100000	41.850990001672756	-85.604110397484263	HU8_184
MI	04050002	Black-Macatawa	157484.035090009010000	100.000000000000310	157484.034264981800000	42.583161931683648	-86.112123875116254	HU8_185
WI,IL	07090002	Middle Rock	474326.132740496020000	99.999999999975302	474326.132627679040000	42.887805057947190	-88.996659900848812	HU8_186
IN	05120104	Eel	211287.838583094010000	100.000000000000000	211287.837482679400000	41.019407727617512	-85.757805572506953	HU8_187
IN	05120106	Tippecanoe	504945.172599653010000	99.999999999999901	504945.173726311190000	41.016009265771025	-86.432105413520304	HU8_188
IN,MI	04100003	St. Joseph	283231.117174835990000	99.999999999935440	283231.117078448470000	41.518378830498214	-84.855567524822135	HU8_189
CN,ME,NH	01040001	Upper Androscoggin	354930.517076331020000	99.977392666608779	354850.276685339690000	44.902775639101037	-70.981059566854341	HU8_19
MI	04050003	Kalamazoo	526170.227314593040000	99.999999999999972	526170.227910930760000	42.413716977940098	-85.337557488588828	HU8_190
MI	04050004	Upper Grand	455870.007794307020000	99.999999999999872	455870.008169968150000	42.564133656649851	-84.438348542375294	HU8_191
MI	04050005	Maple	244962.004686259000000	99.999999999999972	244962.002774245540000	43.079304522326815	-84.644624483209796	HU8_192
MI	04050006	Lower Grand	523597.480987898020000	100.000000000000240	523597.481513334730000	43.103736553721205	-85.516417048173835	HU8_193
MI	04050007	Thornapple	219899.506131662990000	100.000000000000030	219899.505641508240000	42.680838840029722	-85.183250052311621	HU8_194
MI	04060101	Pere Marquette-White	539514.689355888050000	99.999999999999943	539514.689119181250000	43.742587707937062	-86.097124294544372	HU8_195
MI	04060102	Muskegon	706206.809936175010000	100.000000000000230	706206.809319884980000	43.913411233023396	-85.287440653921053	HU8_196
MI	04080202	Pine	265631.535825475990000	99.999999999999801	265631.537771469040000	43.572521343538732	-84.850364696314131	HU8_197
MI	04080203	Shiawassee	327814.104635105000000	99.999999999999886	327814.099795546380000	43.072058712250247	-84.087296455683756	HU8_198
MI	04090005	Huron	237830.504951893000000	100.000000000000280	237830.503879020110000	42.405863541767836	-83.752190973492688	HU8_199
ME	01010002	Allagash	319809.722181573980000	100.000000000000130	319809.722252370560000	46.658186118019728	-69.295498576463672	HU8_2
ME	01060001	Presumpscot	368714.009837449990000	99.999998972420812	368714.052483937180000	43.832706093744704	-70.340383625520772	HU8_20
MI	04100002	Raisin	275330.873396833020000	100.000000000039440	275330.873567063360000	41.978912032564111	-83.974231357419228	HU8_200
MI,OH	04100006	Tiffin	201399.070246280990000	100.000000000032770	201399.070383105570000	41.601173912480093	-84.400202689861970	HU8_201
MI	04060103	Manistee	504998.789210467020000	99.999999999999972	504998.785005987560000	44.404542211594496	-85.540920750278858	HU8_202
MI	04060104	Betsie-Platte	206123.507654660990000	99.999999999999858	206123.512237380780000	44.707694582132483	-85.932792757790281	HU8_203
MI	04060105	Boardman-Charlevoix	432027.124013429970000	100.000000000000090	432027.124177642460000	45.049180327616007	-85.183452524659188	HU8_204
MI	04070003	Lone Lake-Ocqueoc	206069.454573774010000	99.999999999999673	206069.455970139330000	45.259403169865259	-83.801137793827820	HU8_205
MI	04070004	Cheboygan	231558.545090324010000	99.999999999999758	231558.544879167810000	45.367016113210049	-84.666836809696250	HU8_206
MI	04070007	Au Sable	530564.684427003030000	99.999999999999659	530564.684355062670000	44.642707121370066	-84.212674588853062	HU8_207
MI	04080201	Tittabawassee	374886.560871178980000	100.000000000000070	374886.564321806360000	43.892785715009531	-84.482005126904113	HU8_208
MI	04070005	Black	155400.883107981990000	99.999999999999673	155400.883069835810000	45.277549520838306	-84.279792376261739	HU8_209
ME,NH	01060002	Saco	440565.888535414010000	100.000000000007430	440565.888507881260000	43.900752688890961	-71.004955816470499	HU8_21
MI	04070006	Thunder Bay	323812.642528581030000	100.000000000000130	323812.641215740590000	44.966925024150626	-83.829551808645917	HU8_210
MI	04080101	Au Gres-Rifle	263966.075633128990000	100.000000000000240	263966.076422291630000	44.256538959978613	-83.856026371392758	HU8_211
MI	04080102	Kawkawlin-Pine	125085.287791900000000	100.000000000000160	125085.287539128930000	43.808423643787492	-84.064471537603680	HU8_212
MI	04080103	Pigeon-Wiscoggin	231056.946530499990000	99.999999999999687	231056.964018793630000	43.731534036586865	-83.299202694029418	HU8_213
MI	04080104	Birch-Willow	133216.153582895000000	100.000000000000640	133216.153674159340000	43.623939358065947	-82.698210874523170	HU8_214
MI	04080204	Flint	344593.516752847990000	100.000000000000230	344593.516500889500000	43.068552849958031	-83.558719028943372	HU8_215
MI	04080205	Cass	235136.661780769010000	99.999999999999659	235136.661113007400000	43.437924107028756	-83.237251243561133	HU8_216
MI	04080206	Saginaw	65062.832894211802000	100.000000000000580	65062.817852251552000	43.469387687644698	-83.864945547826068	HU8_217
MI,CN	04090001	St. Clair	302887.708218740010000	99.984150930045217	302839.704930590640000	43.118384871970811	-82.782732881326453	HU8_218
MI	04090003	Clinton	206446.878457613000000	100.000000000000030	206446.878448659410000	42.696538362092554	-83.106344562306063	HU8_219
NH	01080103	Waits	239255.117429576000000	100.000000000020480	239255.117439680010000	44.238671645004764	-71.865076628847646	HU8_22
MI,CN	04090002	Lake St. Clair	103482.925041077990000	99.957505189703028	103439.054241670020000	42.595712928779264	-82.750877028145055	HU8_220
MI,CN	04090004	Detroit	170976.116678288990000	99.904495772370765	170812.836858974360000	42.354465598802840	-83.308467444701947	HU8_221
MI	04100001	Ottawa-Stony	181231.372576663010000	99.999999999962128	181231.372749981990000	41.897062836571152	-83.577879341637839	HU8_222
IN	04100005	Upper Maumee	100329.015788344000000	100.000000000019310	100329.016648822000000	41.187389850187813	-84.805414377995987	HU8_223
OH,IN	04100007	Auglaize	431614.214721389990000	100.000000000098100	431614.213900311090000	40.894861110947019	-84.367665692742662	HU8_224
OH	04100008	Blanchard	199940.003185721990000	99.999999999999872	199940.002990178090000	40.935602655800601	-83.765638946706957	HU8_225
OH	04100009	Lower Maumee	279161.736212525980000	99.999999999999943	279161.737551798050000	41.402869366260369	-83.960701788197014	HU8_226
OH	04100010	Cedar-Portage	247867.586900013990000	100.000000000000230	247867.585453740550000	41.385130813991033	-83.454449650002132	HU8_227
OH	04100011	Sandusky	471459.203580074010000	100.000000000000000	471459.203202250650000	41.053214968905401	-83.102487114087069	HU8_228
OH	04100012	Huron-Vermilion	197670.059820433990000	99.999999999999815	197670.059859993020000	41.168768979534342	-82.553203596539220	HU8_229
CN,NH,VT	01080101	Upper Connecticut	340514.861960251990000	99.963253712500304	340389.729213283510000	44.782111159581952	-71.476101166596393	HU8_23
OH	04110001	Black-Rocky	231709.430710649990000	100.000000000000000	231709.430785164410000	41.256484753451424	-82.028405221007816	HU8_230
OH	05040002	Mohican	260300.818232836990000	100.000000000000130	260300.818225313010000	40.753276287489733	-82.367930272367744	HU8_231
OH	05060001	Upper Scioto	827710.459077814940000	100.000000000000000	827710.459081002630000	40.241081439058121	-83.140317241988726	HU8_232
IN,OH	04100004	St. Marys	205485.200118578010000	99.999999999693884	205485.199824456360000	40.725598985623684	-84.747954509718056	HU8_233
IN,OH	05080001	Upper Great Miami, Indiana, Ohio	650668.459970240020000	99.999999999987651	650668.459996537190000	40.163765944133445	-84.137175144167955	HU8_234
IN,OH	05120101	Upper Wabash	423004.837138561010000	100.000000000051270	423004.838275831430000	40.699170436434912	-85.323354027335569	HU8_235
OH	04110002	Cuyahoga	210157.107645793000000	100.000000000000170	210157.107485872720000	41.279561758901608	-81.421940608087226	HU8_236
OH	04110003	Ashtabula-Chagrin	162573.128468899000000	100.000000000057130	162573.128439786670000	41.635473795525790	-81.147999974897573	HU8_237
OH	04110004	Grand	182743.094574791000000	100.000000000000160	182743.094570099170000	41.590774430479634	-80.931328875865304	HU8_238
OH	05030103	Mahoning	295201.372334846000000	99.999999999998437	295201.372343971860000	41.113626608447326	-80.879115227272152	HU8_239
CN,VT	04150500	St. Francois River	152820.916441913000000	99.912838098165238	152687.702305887040000	44.837275575674894	-72.105222744801537	HU8_24
OH	05040001	Tuscarawas	672014.450558491980000	100.000000000000000	672014.450536114280000	40.601016380623172	-81.419314525041685	HU8_240
OH,PA	05030102	Shenango	276301.763962942990000	99.999999999987864	276301.763950304710000	41.340620679971785	-80.414979401835183	HU8_241
OH	05040003	Walhonding	323988.992951917000000	100.000000000000000	323988.992938996290000	40.539880394852851	-82.164126616853210	HU8_242
NY,OH,PA	04120101	Chautauqua-Conneaut	221024.529021722990000	99.999999999944862	221024.528987860390000	42.111281715965553	-79.955510672894221	HU8_243
NY	04120102	Cattaraugus	144947.093591011010000	100.000000000000040	144947.093549211280000	42.470864044109206	-78.679810281961977	HU8_244
NY	04120103	Buffalo-Eighteenmile	185002.575647387010000	100.000000000000380	185002.575640488850000	42.720252491216321	-78.679846888106638	HU8_245
NY,CN	04120104	Niagara	208300.884843534000000	99.983216890488904	208265.934203405490000	42.983686277677855	-78.565584918745472	HU8_246
NY,CN	04130001	Oak Orchard-Twelvemile	265633.025715928990000	99.999999999999943	265633.025663013400000	43.236382246767356	-78.310917508775901	HU8_247
PA,NY	05010004	French	320270.320545842000000	100.000000000046510	320270.320564181780000	41.770812114163071	-79.968549824302883	HU8_248
NY	05010002	Conewango	232898.323992810010000	99.999999999976581	232898.324050390250000	42.171873356223543	-79.203462432885956	HU8_249
CN	01010011	Keswick River-Saint John River	4669.949731431250300	99.936789338853544	4666.997814196925900	46.002299057583905	-67.805927201596219	HU8_25
NY,CN	04140101	Irondequoit-Ninemile	180391.402115131990000	99.999999999999773	180391.062432057220000	43.207404339303473	-77.051388443767621	HU8_250
NY	04140102	Salmon-Sandy	254024.185716993000000	100.000000000000000	254024.185634668540000	43.639601000806323	-75.997230862110413	HU8_251
NY	04140203	Oswego	37661.835658784497000	99.999999999999261	37661.835724248493000	43.306713423077532	-76.406889519272241	HU8_252
NY	04150102	Chaumont-Perch	81992.414549919107000	99.999999999999801	81992.414474184247000	44.074988253989197	-76.046422783659224	HU8_253
NY	04150302	Oswegatchie	271982.384976162980000	99.999999999999858	271982.384931655020000	44.254474200515020	-75.229294150376575	HU8_255
NY	04150303	Indian	145690.017638118010000	99.999999999999901	145690.017639018010000	44.229308299304670	-75.611451955228489	HU8_256
NY	04150304	Grass	163938.036417130000000	99.999999999999986	163938.036410602890000	44.454407623192068	-75.020257642496261	HU8_257
NY	04150306	St. Regis	221237.495229147990000	99.999657806593362	221236.738113778730000	44.627159465607505	-74.551669726356479	HU8_258
NY,CN	04150307	Salmon	105049.693920921000000	99.999983798596404	105049.675834783980000	44.792341188518165	-74.328599887630318	HU8_259
CN,ME	01050004	Passamaquoddy Bay-Bay of Fundy	134387.707130678000000	99.999999878969589	134387.680530675100000	44.891995461145370	-67.196267720742753	HU8_26
CN,NY	04150308	Chateaugay-English	106606.651590496000000	99.977948930314938	106583.100129159590000	44.874925920195729	-74.037986414822740	HU8_260
NY	04150406	Saranac River	158825.310603733000000	99.999999999999943	158825.310583834040000	44.473065462505389	-74.013360698678937	HU8_261
CN,VT	04150407	Missiquoi River	156286.744869738990000	99.965877895532287	156233.402959658650000	44.873620775143046	-72.687244265499345	HU8_262
CN,NY,VT	04150409	Richelieu River	3611.893959334659900	99.447050090440030	3591.919411447806900	44.995891529290674	-73.395021685162604	HU8_263
PA	05010003	Middle Allegheny-Tionesta	436192.465846293020000	100.000000000000030	436192.465841646310000	41.534653022809152	-79.508593240827111	HU8_264
PA	05010008	Kiskiminetas	133450.970341139010000	100.000000000000430	133450.970365994350000	40.389464147151806	-79.403058351324646	HU8_265
PA	05010009	Lower Allegheny	128111.149211885000000	99.999999999999517	128111.149220624820000	40.665411343296128	-79.801205777897053	HU8_266
PA	05030105	Connoquenessing	217121.432293694000000	100.000000000000360	217121.432275796020000	40.937720108241926	-80.025515849438477	HU8_267
PA	05020005	Lower Monongahela	381648.517617865990000	92.629669248660065	353519.759529862490000	40.010529637975964	-80.003950618396644	HU8_268
OH,PA	05030101	Upper Ohio	514518.159183304990000	93.765537713840800	482440.718590822010000	40.546268340407728	-80.519030169078576	HU8_269
MA,NH	01070006	Merrimack River	466442.612428333030000	99.999999999976623	466442.612352038560000	42.977791236089828	-71.434730008718745	HU8_27
OH,PA	05030106	Upper Ohio-Wheeling	391408.796370055000000	63.041833437446748	246751.281447024930000	39.997889374450160	-80.705437908601183	HU8_270
OH,WV	05030201	Little Muskingum-Middle Island	470060.573178677000000	47.700910960734511	224223.175478005490000	39.538099961728406	-81.015303061837159	HU8_271
OH	05030204	Hocking	309826.257334323020000	100.000000000000070	309826.257326515620000	39.545096856476235	-82.266575588248870	HU8_272
PA	05030104	Beaver	29134.686495795901000	99.999999999999119	29134.686503925197000	40.819181063508331	-80.347145309649463	HU8_273
OH	05040004	Muskingum	405608.353425141020000	100.000000000000110	405608.353421435630000	39.823512348900216	-81.915591801623478	HU8_274
OH	05040005	Wills	221015.026208521010000	99.999999999999972	221015.026218804560000	40.017400780951149	-81.524422116377934	HU8_275
OH	05040006	Licking	202014.059258633990000	100.000000000000200	202014.059281855790000	40.100365255329329	-82.449311042640176	HU8_276
OH	05060002	Lower Scioto	563338.790746286980000	99.999999999999815	563338.790712731080000	39.289266540618712	-83.010974771291657	HU8_277
OH,WV	05030202	Upper Ohio-Shade	366974.160671869000000	50.589733273831030	185651.249064580280000	39.038313456539456	-81.843267553408850	HU8_278
OH	05090101	Raccoon-Symmes	377886.865333792000000	85.088674107287986	321538.923329601010000	38.881202508148867	-82.378051118942793	HU8_279
NH	01070001	Pemigewasset	264928.049691949970000	100.000000000000040	264928.049657325840000	43.818059396200567	-71.717049342384712	HU8_28
KY,OH	05090103	Little Scioto-Tygarts	261003.769661767000000	57.160335011747620	149190.629125541570000	38.636463042934786	-82.868206273536615	HU8_280
KY,OH	05090201	Ohio Brush-Whiteoak	543885.586857742980000	63.463665210305251	345169.727984489990000	38.800763866093668	-83.676046678219279	HU8_281
OH	05060003	Paint	295623.608685219020000	100.000000000000090	295623.608675527680000	39.433067193030254	-83.422880944417273	HU8_282
OH	05090202	Little Miami	455288.999659940020000	100.000000000000040	455288.999650870620000	39.406818127665012	-83.985372253639397	HU8_283
IN	05080003	Whitewater	381699.208468702970000	99.999999999932768	381699.208566885850000	39.646666991739188	-85.031017174688571	HU8_284
IN	05120201	Upper White	704776.613804124990000	100.000000000000030	704776.615808125930000	39.931266520034988	-85.967229697323958	HU8_285
IN	05120205	Flatrock-Haw	154895.898252730000000	100.000000000000310	154895.897794035500000	39.540714685642001	-85.568058420943814	HU8_286
IN	05120206	Upper East Fork White	210274.043516734000000	99.999999999999787	210274.044436930560000	39.160181499111722	-85.754678042180814	HU8_287
IN	05120207	Muscatatuck	295371.146533672990000	99.999999999999659	295371.145512704210000	38.873698730094134	-85.665090103503758	HU8_288
IN,OH	05090203	Middle Ohio-Laughery	365310.467289540970000	72.490019497573456	264813.628946093780000	39.034994520803778	-84.899493971769118	HU8_289
NH	01070002	Winnipesaukee River	125883.168718197990000	100.000000000000200	125883.168711469290000	43.587604489754192	-71.366611532566708	HU8_29
IN	05120103	Mississinewa	211493.969242697990000	100.000000000020630	211493.969704581130000	40.409379287727631	-85.368410884636432	HU8_290
IN,OH	05080002	Lower Great Miami, Indiana, Ohio	357660.478386831000000	100.000000000070610	357660.478241639440000	39.603479834703649	-84.537699557902272	HU8_291
IN,KY	05140101	Silver-Little Kentucky	326737.371779917970000	53.613078912876603	175173.964940685690000	38.502743078563491	-85.534585161361875	HU8_292
