hu8_zoneid	hu8_canopy2001_min	hu8_canopy2001_max	hu8_canopy2001_mean	hu8_canopy2001_std	hu8_damdensity_pointcount	hu8_damdensity_pointsperha	hu8_damdensity_pointspersqkm	hu8_nlcd1992_ha_0	hu8_nlcd1992_pct_0	hu8_nlcd1992_ha_11	hu8_nlcd1992_pct_11	hu8_nlcd1992_ha_21	hu8_nlcd1992_pct_21	hu8_nlcd1992_ha_22	hu8_nlcd1992_pct_22	hu8_nlcd1992_ha_23	hu8_nlcd1992_pct_23	hu8_nlcd1992_ha_31	hu8_nlcd1992_pct_31	hu8_nlcd1992_ha_32	hu8_nlcd1992_pct_32	hu8_nlcd1992_ha_33	hu8_nlcd1992_pct_33	hu8_nlcd1992_ha_41	hu8_nlcd1992_pct_41	hu8_nlcd1992_ha_42	hu8_nlcd1992_pct_42	hu8_nlcd1992_ha_43	hu8_nlcd1992_pct_43	hu8_nlcd1992_ha_51	hu8_nlcd1992_pct_51	hu8_nlcd1992_ha_61	hu8_nlcd1992_pct_61	hu8_nlcd1992_ha_71	hu8_nlcd1992_pct_71	hu8_nlcd1992_ha_81	hu8_nlcd1992_pct_81	hu8_nlcd1992_ha_82	hu8_nlcd1992_pct_82	hu8_nlcd1992_ha_83	hu8_nlcd1992_pct_83	hu8_nlcd1992_ha_85	hu8_nlcd1992_pct_85	hu8_nlcd1992_ha_91	hu8_nlcd1992_pct_91	hu8_nlcd1992_ha_92	hu8_nlcd1992_pct_92	hu8_nlcd2001_ha_0	hu8_nlcd2001_pct_0	hu8_nlcd2001_ha_11	hu8_nlcd2001_pct_11	hu8_nlcd2001_ha_21	hu8_nlcd2001_pct_21	hu8_nlcd2001_ha_22	hu8_nlcd2001_pct_22	hu8_nlcd2001_ha_23	hu8_nlcd2001_pct_23	hu8_nlcd2001_ha_24	hu8_nlcd2001_pct_24	hu8_nlcd2001_ha_31	hu8_nlcd2001_pct_31	hu8_nlcd2001_ha_41	hu8_nlcd2001_pct_41	hu8_nlcd2001_ha_42	hu8_nlcd2001_pct_42	hu8_nlcd2001_ha_43	hu8_nlcd2001_pct_43	hu8_nlcd2001_ha_52	hu8_nlcd2001_pct_52	hu8_nlcd2001_ha_71	hu8_nlcd2001_pct_71	hu8_nlcd2001_ha_81	hu8_nlcd2001_pct_81	hu8_nlcd2001_ha_82	hu8_nlcd2001_pct_82	hu8_nlcd2001_ha_90	hu8_nlcd2001_pct_90	hu8_nlcd2001_ha_95	hu8_nlcd2001_pct_95	hu8_nlcd2006_ha_0	hu8_nlcd2006_pct_0	hu8_nlcd2006_ha_11	hu8_nlcd2006_pct_11	hu8_nlcd2006_ha_21	hu8_nlcd2006_pct_21	hu8_nlcd2006_ha_22	hu8_nlcd2006_pct_22	hu8_nlcd2006_ha_23	hu8_nlcd2006_pct_23	hu8_nlcd2006_ha_24	hu8_nlcd2006_pct_24	hu8_nlcd2006_ha_31	hu8_nlcd2006_pct_31	hu8_nlcd2006_ha_41	hu8_nlcd2006_pct_41	hu8_nlcd2006_ha_42	hu8_nlcd2006_pct_42	hu8_nlcd2006_ha_43	hu8_nlcd2006_pct_43	hu8_nlcd2006_ha_52	hu8_nlcd2006_pct_52	hu8_nlcd2006_ha_71	hu8_nlcd2006_pct_71	hu8_nlcd2006_ha_81	hu8_nlcd2006_pct_81	hu8_nlcd2006_ha_82	hu8_nlcd2006_pct_82	hu8_nlcd2006_ha_90	hu8_nlcd2006_pct_90	hu8_nlcd2006_ha_95	hu8_nlcd2006_pct_95	hu8_nlcd2011_ha_0	hu8_nlcd2011_pct_0	hu8_nlcd2011_ha_11	hu8_nlcd2011_pct_11	hu8_nlcd2011_ha_21	hu8_nlcd2011_pct_21	hu8_nlcd2011_ha_22	hu8_nlcd2011_pct_22	hu8_nlcd2011_ha_23	hu8_nlcd2011_pct_23	hu8_nlcd2011_ha_24	hu8_nlcd2011_pct_24	hu8_nlcd2011_ha_31	hu8_nlcd2011_pct_31	hu8_nlcd2011_ha_41	hu8_nlcd2011_pct_41	hu8_nlcd2011_ha_42	hu8_nlcd2011_pct_42	hu8_nlcd2011_ha_43	hu8_nlcd2011_pct_43	hu8_nlcd2011_ha_52	hu8_nlcd2011_pct_52	hu8_nlcd2011_ha_71	hu8_nlcd2011_pct_71	hu8_nlcd2011_ha_81	hu8_nlcd2011_pct_81	hu8_nlcd2011_ha_82	hu8_nlcd2011_pct_82	hu8_nlcd2011_ha_90	hu8_nlcd2011_pct_90	hu8_nlcd2011_ha_95	hu8_nlcd2011_pct_95	hu8_roaddensity_sum_lengthm	hu8_roaddensity_density_mperha	hu8_slope_min	hu8_slope_max	hu8_slope_mean	hu8_slope_std	hu8_tri_min	hu8_tri_max	hu8_tri_mean	hu8_tri_std
HU8_37	0	100	55.6911	40.3639	176	0.0014	0.1432	0.0000	0.0000	4129.1100	3.3606	15282.8100	12.4384	2425.3200	1.9739	4528.6200	3.6858	97.7400	0.0795	356.5800	0.2902	258.5700	0.2104	58276.5300	47.4302	2641.4100	2.1498	16115.5800	13.1162	186.3000	0.1516	104.3100	0.0849	0.0000	0.0000	3054.1500	2.4857	4594.7700	3.7396	0.0000	0.0000	2554.8300	2.0793	6171.0300	5.0225	2090.3400	1.7013	0.0000	0.0000	3203.6400	2.6074	8998.4700	7.3237	10323.2700	8.4019	10693.9800	8.7036	2973.9600	2.4205	586.8000	0.4776	58368.6000	47.5051	4993.7400	4.0643	2735.0100	2.2260	2308.0500	1.8785	265.8600	0.2164	6053.1300	4.9265	877.1400	0.7139	9205.4700	7.4922	1280.8800	1.0425	0.0000	0.0000	3182.7600	2.5904	9805.8600	7.9808	11277.3600	9.1784	11133.6300	9.0615	3081.2400	2.5078	501.7500	0.4084	57089.7000	46.4643	4895.9100	3.9847	2657.1600	2.1626	2165.8500	1.7627	252.0900	0.2052	5732.8200	4.6658	746.2800	0.6074	9102.7800	7.4086	1242.8100	1.0115	0.0000	0.0000	3322.5300	2.7041	10065.0600	8.1918	11032.8300	8.9794	11776.7700	9.5849	3342.2400	2.7202	823.5900	0.6703	54087.9300	44.0212	4369.4100	3.5562	2770.2000	2.2546	2165.6700	1.7626	591.6600	0.4815	4966.2000	4.0419	598.5900	0.4872	11350.4400	9.2379	1604.8800	1.3062	5903787.5646	48.0501	0.0000	63.1527	4.1704	3.4849	0.0000	15.6980	0.5808	0.4840
HU8_370	0	100	35.4858	42.5285	34	0.0001	0.0069	0.0000	0.0000	13325.9400	2.7210	1353.6900	0.2764	334.5300	0.0683	2042.1000	0.4170	0.0000	0.0000	34.0200	0.0069	85.2300	0.0174	156755.0700	32.0079	6027.9300	1.2308	13219.3800	2.6993	0.0000	0.0000	0.0000	0.0000	932.2200	0.1904	129825.5400	26.5092	155443.5000	31.7401	0.0000	0.0000	999.1800	0.2040	7713.7200	1.5751	1646.3700	0.3362	0.0000	0.0000	15569.4600	3.1791	21708.8100	4.4327	5902.1100	1.2052	921.7800	0.1882	413.4600	0.0844	17.7300	0.0036	176658.4800	36.0720	5447.2500	1.1123	5952.3300	1.2154	2674.8900	0.5462	5434.1100	1.1096	90762.5700	18.5329	132091.9200	26.9719	18511.3800	3.7799	7672.1400	1.5666	0.0000	0.0000	15566.6700	3.1786	21863.7000	4.4644	6006.5100	1.2265	967.1400	0.1975	457.3800	0.0934	32.8500	0.0067	176153.3100	35.9689	5477.2200	1.1184	5904.9000	1.2057	2804.7600	0.5727	5780.7000	1.1804	90548.1000	18.4891	132166.9800	26.9873	18509.7600	3.7795	7498.4400	1.5311	0.0000	0.0000	15574.5000	3.1802	24457.3200	4.9940	4885.7400	0.9976	1466.4600	0.2994	579.1500	0.1183	87.7500	0.0179	175122.9000	35.7585	5468.5800	1.1166	5841.7200	1.1928	3369.6900	0.6881	5851.5300	1.1948	90194.1300	18.4168	130866.8400	26.7218	18475.4700	3.7725	7496.6400	1.5307	9428936.7272	19.2529	0.0000	57.7843	3.7456	4.1834	0.0000	12.2734	0.5183	0.5830
HU8_371	0	100	31.4099	40.0182	35	0.0000	0.0095	0.0000	0.0000	21275.5500	5.7681	1338.5700	0.3629	588.9600	0.1597	2749.6800	0.7455	0.0000	0.0000	92.4300	0.0251	71.1900	0.0193	134696.3400	36.5183	1018.7100	0.2762	1917.7200	0.5199	0.0000	0.0000	0.0000	0.0000	4530.5100	1.2283	122693.2200	33.2640	62927.1900	17.0605	24.9300	0.0068	188.5500	0.0511	8425.4400	2.2843	6307.5600	1.7101	0.0000	0.0000	25487.3700	6.9100	11899.5300	3.2261	5467.7700	1.4824	795.0600	0.2156	157.2300	0.0426	100.1700	0.0272	126682.8300	34.3457	1774.9800	0.4812	124.4700	0.0337	581.4900	0.1577	14557.8600	3.9469	68114.9700	18.4670	101289.7800	27.4612	8622.6300	2.3377	3190.4100	0.8650	0.0000	0.0000	24357.9600	6.6038	11930.8500	3.2346	5511.3300	1.4942	834.3000	0.2262	163.6200	0.0444	106.4700	0.0289	126684.1800	34.3460	1756.1700	0.4761	124.4700	0.0337	580.4100	0.1574	14400.3600	3.9042	68067.2700	18.4541	101024.1900	27.3892	9317.6100	2.5261	3987.3600	1.0810	0.0000	0.0000	24219.6300	6.5663	12592.3500	3.4140	5387.4900	1.4606	956.0700	0.2592	184.5000	0.0500	105.1200	0.0285	126544.7700	34.3082	1764.8100	0.4785	124.3800	0.0337	584.9100	0.1586	13614.3000	3.6910	67889.8800	18.4060	101443.4100	27.5029	9631.9800	2.6114	3802.9500	1.0310	5922487.9797	16.0567	0.0000	71.4495	9.0925	8.2842	0.0000	22.6702	1.2912	1.2205
HU8_372	0	100	17.4063	32.3794	9	0.0020	0.0035	0.0000	0.0000	529.2900	0.2045	580.3200	0.2242	232.4700	0.0898	2947.1400	1.1385	9.8100	0.0038	64.8900	0.0251	0.0000	0.0000	45447.4800	17.5563	437.4000	0.1690	150.7500	0.0582	0.0000	0.0000	0.0000	0.0000	14721.3000	5.6868	81636.3000	31.5360	109899.8100	42.4541	21.6900	0.0084	120.3300	0.0465	843.6600	0.3259	1224.5400	0.4730	0.0000	0.0000	533.4300	0.2061	8876.5200	3.4290	4486.1400	1.7330	340.3800	0.1315	93.3300	0.0361	84.4200	0.0326	42250.6800	16.3214	1455.1200	0.5621	1.5300	0.0006	0.0000	0.0000	30579.2100	11.8127	54747.8100	21.1490	114398.7300	44.1921	525.5100	0.2030	494.3700	0.1910	0.0000	0.0000	638.5500	0.2467	8883.4500	3.4317	4491.9900	1.7352	345.5100	0.1335	93.3300	0.0361	83.7900	0.0324	42213.9600	16.3072	1454.0400	0.5617	2.6100	0.0010	0.0000	0.0000	30559.5900	11.8051	54738.6300	21.1454	114230.4300	44.1270	522.0900	0.2017	609.2100	0.2353	0.0000	0.0000	641.5200	0.2478	8654.6700	3.3433	4669.2000	1.8037	500.0400	0.1932	107.5500	0.0415	66.6000	0.0257	42196.6800	16.3005	1455.3900	0.5622	2.6100	0.0010	0.0000	0.0000	28533.5100	11.0225	54665.1000	21.1170	116222.0400	44.8964	521.9100	0.2016	630.3600	0.2435	4560647.3711	17.6176	0.0000	64.4427	5.2112	5.6800	0.0000	16.8729	0.7266	0.8182
HU8_373	0	100	11.5689	28.1771	36	0.0000	0.0098	0.0000	0.0000	754.5600	0.2049	2548.6200	0.6920	1146.5100	0.3113	3461.3100	0.9398	0.0000	0.0000	98.7300	0.0268	66.4200	0.0180	24759.5400	6.7228	153.8100	0.0418	3174.4800	0.8619	0.0000	0.0000	0.0000	0.0000	395.9100	0.1075	75449.5200	20.4863	246658.5000	66.9734	4.5900	0.0012	1646.1000	0.4470	4771.7100	1.2956	3203.1000	0.8697	0.0000	0.0000	1572.0300	0.4268	20117.9700	5.4625	8712.6300	2.3657	2023.9200	0.5495	793.8000	0.2155	182.6100	0.0496	35387.1000	9.6084	401.2200	0.1089	18.4500	0.0050	0.6300	0.0002	45370.3500	12.3191	42311.2500	11.4885	205858.8000	55.8953	4196.9700	1.1396	1345.6800	0.3654	0.0000	0.0000	1576.0800	0.4279	20510.5500	5.5691	9119.3400	2.4761	2468.8800	0.6704	874.6200	0.2375	182.3400	0.0495	35238.1500	9.5680	400.0500	0.1086	17.9100	0.0049	56.2500	0.0153	44913.6900	12.1951	42138.5400	11.4416	205319.7900	55.7490	4176.5400	1.1340	1300.6800	0.3532	0.0000	0.0000	1702.9800	0.4624	19409.5800	5.2701	9097.1100	2.4701	3454.2900	0.9379	1029.5100	0.2795	278.5500	0.0756	35251.9200	9.5717	395.6400	0.1074	17.9100	0.0049	67.8600	0.0184	43352.9100	11.7713	42516.5400	11.5442	206197.6500	55.9873	4203.2700	1.1413	1317.6900	0.3578	9246655.8016	25.1070	0.0000	62.8710	3.5682	4.4307	0.0000	21.0446	0.5069	0.6418
HU8_374	0	100	22.2681	36.2236	29	0.0001	0.0067	0.0000	0.0000	963.6300	0.2236	833.6700	0.1934	530.5500	0.1231	4372.3800	1.0144	6.2100	0.0014	95.8500	0.0222	0.0000	0.0000	90088.8300	20.9014	625.9500	0.1452	42.4800	0.0099	0.0000	0.0000	0.0000	0.0000	26.4600	0.0061	125071.3800	29.0176	203771.9700	47.2768	0.0000	0.0000	111.1500	0.0258	2036.7900	0.4726	2441.7000	0.5665	0.0000	0.0000	864.9900	0.2007	15725.4300	3.6484	6484.3200	1.5044	516.9600	0.1199	134.0100	0.0311	131.8500	0.0306	92954.9700	21.5663	1802.1600	0.4181	75.9600	0.0176	0.0000	0.0000	44472.7800	10.3181	87858.5400	20.3839	176907.6900	41.0441	1624.7700	0.3770	1464.5700	0.3398	0.0000	0.0000	883.6200	0.2050	15735.2400	3.6507	6506.1900	1.5095	536.8500	0.1246	137.0700	0.0318	130.3200	0.0302	92782.8000	21.5264	1798.9200	0.4174	77.1300	0.0179	39.9600	0.0093	44235.3600	10.2630	87880.1400	20.3889	176924.2500	41.0479	1692.7200	0.3927	1658.4300	0.3848	0.0000	0.0000	885.0600	0.2053	15266.1600	3.5419	6491.1600	1.5060	896.1300	0.2079	201.4200	0.0467	121.2300	0.0281	92704.2300	21.5082	1796.4900	0.4168	77.1300	0.0179	77.9400	0.0181	43222.3200	10.0279	87884.2800	20.3899	178000.7400	41.2977	1692.2700	0.3926	1702.4400	0.3950	8534684.1410	19.8013	0.0000	66.7667	5.8856	6.7637	0.0000	18.3551	0.8347	0.9855
HU8_375	0	100	31.4539	40.9649	40	0.0001	0.0111	0.0000	0.0000	13398.1200	3.7152	1060.9200	0.2942	730.6200	0.2026	1970.0100	0.5463	0.0000	0.0000	51.7500	0.0143	22.0500	0.0061	111762.7200	30.9911	2674.8000	0.7417	8366.5800	2.3200	0.0000	0.0000	0.0000	0.0000	322.2900	0.0894	94662.9000	26.2494	111335.1300	30.8725	0.0000	0.0000	761.8500	0.2113	10122.9300	2.8070	3385.9800	0.9389	0.0000	0.0000	16305.6600	4.5215	14064.0300	3.8999	4686.3000	1.2995	1400.2200	0.3883	360.8100	0.1001	222.8400	0.0618	123210.1800	34.1654	2742.7500	0.7605	892.8900	0.2476	2467.9800	0.6844	19513.2600	5.4109	54082.4400	14.9967	105086.7000	29.1399	10095.8400	2.7995	5496.7500	1.5242	0.0000	0.0000	16275.1500	4.5130	14069.1600	3.9013	4726.7100	1.3107	1446.6600	0.4011	367.5600	0.1019	242.4600	0.0672	123123.2400	34.1413	2734.9200	0.7584	888.9300	0.2465	2565.8100	0.7115	19369.2600	5.3710	54069.6600	14.9932	105100.0200	29.1436	10147.7700	2.8139	5501.3400	1.5255	0.0000	0.0000	16244.1000	4.5044	14384.4300	3.9887	4967.4600	1.3774	1609.6500	0.4463	497.0700	0.1378	239.9400	0.0665	122896.3500	34.0784	2844.9900	0.7889	881.9100	0.2445	2582.4600	0.7161	19000.7100	5.2688	54132.5700	15.0106	104730.5700	29.0411	10123.5600	2.8072	5492.8800	1.5231	6270311.9555	17.3873	0.0000	68.9192	8.0340	8.1283	0.0000	21.9551	1.1438	1.1878
HU8_376	0	100	36.4667	42.2284	19	0.0001	0.0106	0.0000	0.0000	7701.7500	4.2783	3061.8000	1.7008	888.4800	0.4935	3718.0800	2.0654	6.2100	0.0034	27.0000	0.0150	77.7600	0.0432	73508.5800	40.8338	2379.3300	1.3217	5182.8300	2.8790	0.0000	0.0000	0.0000	0.0000	3312.0900	1.8399	45565.3800	25.3114	24642.9900	13.6891	0.0000	0.0000	1539.0900	0.8550	5769.6300	3.2050	2637.9000	1.4653	0.0000	0.0000	8804.3400	4.8908	6353.4600	3.5293	7143.3000	3.9681	2900.4300	1.6112	728.6400	0.4048	110.8800	0.0616	72019.8900	40.0068	3638.6100	2.0212	276.5700	0.1536	1449.4500	0.8052	9409.6800	5.2271	19389.1500	10.7706	39840.2100	22.1311	5057.6400	2.8095	2896.6500	1.6091	0.0000	0.0000	8586.9900	4.7700	6615.1800	3.6747	7455.5100	4.1415	3073.7700	1.7075	756.0000	0.4200	111.0600	0.0617	71828.9100	39.9008	3596.2200	1.9977	275.2200	0.1529	1688.4000	0.9379	9167.7600	5.0927	19264.1400	10.7012	39294.7200	21.8281	5160.6000	2.8667	3144.4200	1.7467	0.0000	0.0000	8579.9700	4.7661	6884.0100	3.8240	7224.7500	4.0133	3422.6100	1.9013	872.9100	0.4849	133.1100	0.0739	71606.6100	39.7773	3495.4200	1.9417	274.3200	0.1524	1702.8000	0.9459	9344.7000	5.1910	19260.8100	10.6993	38942.4600	21.6324	5126.7600	2.8479	3147.6600	1.7485	4314829.2943	23.9687	0.0000	73.4744	8.3276	8.1691	0.0000	28.1506	1.1827	1.1793
HU8_377	0	100	29.9817	40.9596	12	0.0001	0.0064	0.0000	0.0000	449.1000	0.2378	256.4100	0.1357	53.8200	0.0285	433.1700	0.2293	0.0000	0.0000	0.9900	0.0005	33.7500	0.0179	57959.3700	30.6847	2392.3800	1.2666	6981.3900	3.6961	0.0000	0.0000	0.0000	0.0000	149.8500	0.0793	64592.5500	34.1965	53111.9700	28.1184	0.0000	0.0000	224.5500	0.1189	1984.5000	1.0506	262.8900	0.1392	0.0000	0.0000	496.0800	0.2626	7292.4300	3.8607	1258.4700	0.6663	224.1900	0.1187	85.1400	0.0451	35.2800	0.0187	70810.6500	37.4884	2600.8200	1.3769	952.1100	0.5041	4879.6200	2.5834	2352.6900	1.2456	28321.8300	14.9941	65064.1500	34.4461	2383.5600	1.2619	2129.6700	1.1275	0.0000	0.0000	471.9600	0.2499	7294.4100	3.8618	1259.3700	0.6667	224.9100	0.1191	85.8600	0.0455	87.7500	0.0465	70740.9900	37.4515	2636.1900	1.3956	946.7100	0.5012	4900.8600	2.5946	2314.3500	1.2253	28321.8300	14.9941	65072.2500	34.4504	2396.7900	1.2689	2132.4600	1.1290	0.0000	0.0000	479.0700	0.2536	7454.3400	3.9465	1287.6300	0.6817	312.2100	0.1653	115.8300	0.0613	100.0800	0.0530	70466.9400	37.3065	2733.1200	1.4470	941.8500	0.4986	4891.6800	2.5897	2458.4400	1.3015	28248.3900	14.9552	64871.2800	34.3440	2386.7100	1.2636	2139.1200	1.1325	3344359.3294	17.7053	0.0000	61.1403	8.1848	6.5904	0.0000	13.9764	1.1433	0.9352
HU8_378	0	100	39.9368	40.9237	53	0.0000	0.0090	0.0000	0.0000	5312.8800	0.9013	1099.2600	0.1865	287.3700	0.0488	2175.6600	0.3691	0.0000	0.0000	288.1800	0.0489	3427.1100	0.5814	238057.5600	40.3860	25567.2000	4.3374	42832.6200	7.2665	0.0000	0.0000	0.0000	0.0000	2621.9700	0.4448	124456.5000	21.1138	113967.4500	19.3344	0.0000	0.0000	452.8800	0.0768	20675.2500	3.5075	8233.6500	1.3968	0.0000	0.0000	5863.8600	0.9948	23208.1200	3.9372	4199.5800	0.7125	727.1100	0.1234	236.6100	0.0401	96.7500	0.0164	234256.0500	39.7411	26706.4200	4.5307	16312.1400	2.7673	13744.8000	2.3318	20732.9400	3.5173	15952.5900	2.7063	185540.2200	31.4765	26964.0000	4.5744	14914.3500	2.5302	0.0000	0.0000	5736.5100	0.9732	23334.9300	3.9587	4310.3700	0.7312	769.3200	0.1305	246.5100	0.0418	102.3300	0.0174	233052.7500	39.5369	26617.9500	4.5157	16150.4100	2.7399	14789.0700	2.5089	20995.3800	3.5618	15934.5000	2.7033	185443.1100	31.4601	26913.2400	4.5658	15059.1600	2.5548	0.0000	0.0000	5800.8600	0.9841	23846.4000	4.0455	4302.0000	0.7298	923.5800	0.1567	290.5200	0.0493	132.5700	0.0225	231995.4300	39.3576	27634.6800	4.6882	15996.2400	2.7137	14168.8800	2.4037	21831.0300	3.7036	15847.2900	2.6885	184760.0100	31.3442	26845.5600	4.5543	15080.4900	2.5584	9002194.0526	15.2723	0.0000	65.8706	3.1278	4.6532	0.0000	26.7074	0.4350	0.6572
HU8_379	0	100	54.1369	38.5766	24	0.0001	0.0108	0.0000	0.0000	2549.8800	1.1522	111.6900	0.0505	20.1600	0.0091	598.1400	0.2703	0.0000	0.0000	17.7300	0.0080	184.3200	0.0833	108869.9400	49.1950	4583.2500	2.0710	16092.9900	7.2719	0.0000	0.0000	0.0000	0.0000	1288.4400	0.5822	29252.5200	13.2183	22151.1600	10.0094	0.0000	0.0000	168.3000	0.0760	31124.3400	14.0641	4290.0300	1.9385	0.0000	0.0000	2706.0300	1.2228	6661.8900	3.0103	752.9400	0.3402	64.3500	0.0291	15.0300	0.0068	1.7100	0.0008	112275.9000	50.7340	1079.1900	0.4877	12224.0700	5.5237	2853.8100	1.2895	3555.5400	1.6066	8118.9900	3.6687	24804.2700	11.2083	39378.1500	17.7938	6811.0200	3.0777	0.0000	0.0000	2643.7500	1.1946	6661.8900	3.0103	752.9400	0.3402	64.3500	0.0291	15.0300	0.0068	5.6700	0.0026	111992.9400	50.6062	1054.9800	0.4767	12111.3900	5.4728	3099.6900	1.4007	3749.1300	1.6941	7955.2800	3.5947	24857.5500	11.2324	39347.3700	17.7799	6990.9300	3.1590	0.0000	0.0000	2672.5500	1.2076	6791.4900	3.0689	755.6400	0.3415	82.8000	0.0374	16.3800	0.0074	11.8800	0.0054	109821.6000	49.6250	1056.4200	0.4774	11864.7000	5.3613	4767.8400	2.1544	4397.7600	1.9872	7990.1100	3.6105	24795.9000	11.2045	39133.8900	17.6834	7143.9300	3.2281	2615983.3370	11.8208	0.0000	35.3014	1.3712	1.9084	0.0000	5.5367	0.1879	0.2630
HU8_38	0	100	77.1572	31.3815	70	0.0004	0.0354	0.0000	0.0000	5633.7300	2.8451	3017.5200	1.5239	153.3600	0.0774	2489.2200	1.2571	137.7900	0.0696	184.8600	0.0934	448.7400	0.2266	64227.8700	32.4356	45539.7300	22.9980	53768.2500	27.1534	22.1400	0.0112	47.7900	0.0241	0.0000	0.0000	2040.2100	1.0303	11096.3700	5.6038	0.0000	0.0000	669.0600	0.3379	5867.5500	2.9632	2672.1000	1.3494	0.0000	0.0000	4961.8800	2.5058	7563.1500	3.8195	3184.4700	1.6082	800.5500	0.4043	100.1700	0.0506	423.8100	0.2140	55076.3100	27.8140	50019.8400	25.2605	54101.6100	27.3218	2720.7900	1.3740	454.5000	0.2295	6834.6900	3.4516	843.0300	0.4257	9216.7200	4.6545	1714.7700	0.8660	0.0000	0.0000	5073.7500	2.5623	7593.4800	3.8348	3238.9200	1.6357	826.4700	0.4174	101.4300	0.0512	440.0100	0.2222	54927.1800	27.7387	49382.2800	24.9385	53726.2200	27.1322	2819.1600	1.4237	1007.4600	0.5088	7190.3700	3.6312	827.1000	0.4177	9242.5500	4.6676	1619.9100	0.8181	0.0000	0.0000	5140.5300	2.5960	7656.1200	3.8664	3187.8000	1.6099	931.4100	0.4704	119.0700	0.0601	546.3000	0.2759	53654.8500	27.0962	45696.1500	23.0770	51768.7200	26.1437	4806.6300	2.4274	768.8700	0.3883	6546.6900	3.3061	940.6800	0.4751	14097.2400	7.1192	2155.2300	1.0884	4025087.6248	20.3278	0.0000	64.7555	6.6353	5.2914	0.0000	16.9415	0.9133	0.7436
HU8_380	0	100	36.3311	41.3963	15	0.0001	0.0066	0.0000	0.0000	1269.9000	0.5548	1104.4800	0.4825	176.5800	0.0771	1063.2600	0.4645	0.0000	0.0000	94.0500	0.0411	246.8700	0.1078	75226.8600	32.8641	8753.9400	3.8243	20368.4400	8.8983	0.0000	0.0000	0.0000	0.0000	219.8700	0.0961	71879.5800	31.4018	42058.7100	18.3740	0.0000	0.0000	651.8700	0.2848	4612.7700	2.0152	1175.5800	0.5136	0.0000	0.0000	1438.2000	0.6283	9359.9100	4.0890	2330.2800	1.0180	594.0000	0.2595	263.4300	0.1151	12.1500	0.0053	92762.1900	40.5247	5874.4800	2.5664	5108.1300	2.2316	2686.2300	1.1735	2420.2800	1.0573	13166.2800	5.7519	80386.2900	35.1181	7371.9000	3.2205	5129.0100	2.2407	0.0000	0.0000	1426.2300	0.6231	9506.1600	4.1529	2476.3500	1.0818	723.6000	0.3161	273.8700	0.1196	12.1500	0.0053	91963.2600	40.1757	5791.9500	2.5303	5045.6700	2.2043	3070.8900	1.3416	2495.8800	1.0904	13154.4900	5.7468	80512.2000	35.1731	7315.8300	3.1960	5134.2300	2.2430	0.0000	0.0000	1435.5900	0.6272	9773.3700	4.2697	2445.6600	1.0684	842.6700	0.3681	305.8200	0.1336	13.4100	0.0059	91669.8600	40.0475	5784.5700	2.5271	5016.5100	2.1915	3016.0800	1.3176	2850.7500	1.2454	13113.5400	5.7289	80188.4700	35.0317	7277.6700	3.1794	5168.7900	2.2581	4057113.7187	17.7242	0.0000	46.5950	2.6267	2.9545	0.0000	8.2574	0.3608	0.4097
HU8_381	0	100	34.8944	41.7822	14	0.0001	0.0070	0.0000	0.0000	75.1500	0.0378	421.9200	0.2122	78.8400	0.0397	1113.0300	0.5598	0.9000	0.0005	75.1500	0.0378	0.0000	0.0000	93894.9300	47.2218	695.4300	0.3497	607.1400	0.3053	0.0000	0.0000	0.0000	0.0000	32.1300	0.0162	75453.3900	37.9472	24642.5400	12.3933	0.0000	0.0000	46.7100	0.0235	1052.1000	0.5291	648.5400	0.3262	0.0000	0.0000	151.1100	0.0760	7083.6300	3.5625	2450.8800	1.2326	105.5700	0.0531	7.6500	0.0038	31.3200	0.0158	87248.7000	43.8793	1038.1500	0.5221	15.8400	0.0080	2294.3700	1.1539	895.5000	0.4504	32638.0500	16.4144	62369.0100	31.3668	1932.3900	0.9718	575.7300	0.2895	0.0000	0.0000	133.2900	0.0670	7083.6300	3.5625	2450.8800	1.2326	105.5700	0.0531	7.6500	0.0038	31.3200	0.0158	87249.6000	43.8798	1038.1500	0.5221	15.8400	0.0080	2289.5100	1.1514	892.7100	0.4490	32635.6200	16.4132	62368.5600	31.3665	1933.3800	0.9723	602.1900	0.3029	0.0000	0.0000	134.4600	0.0676	7498.0800	3.7710	2397.8700	1.2059	117.4500	0.0591	8.1000	0.0041	37.3500	0.0188	87213.3300	43.8615	1043.1900	0.5246	15.8400	0.0080	2286.4500	1.1499	892.9800	0.4491	32560.9200	16.3756	62093.7900	31.2283	1933.8300	0.9726	604.2600	0.3039	3070022.4301	15.4400	0.0000	61.4132	10.5369	7.6014	0.0000	14.5815	1.4822	1.1045
