buffer500m_nhdid	lagoslakeid	buffer500m_ha
34242712	199	207.5253
45718566	200	224.6628
{852DFE4F-D6E3-4949-8820-5417A04EDA4A}	201	134.8491
91595523	203	132.9971
105954505	204	317.2908
{13F90C7A-365E-42BC-9D16-363FA82BFBDB}	205	154.4964
114545007	206	140.5423
114543699	207	178.9455
114543985	208	168.6066
{E78EEE1C-3E03-4584-A1EC-2F91767395A6}	209	578.5603
114542783	210	162.6836
{492CB89C-D0FF-47E3-A144-39464508B9FD}	211	31172.8774
59720947	212	136.1317
0b5e30c9-8c3f-401b-9931-91ac59b2662a	213	782.3312
86444551	215	159.8798
107074344	216	125.1476
114541063	217	205.9394
81003101	218	137.6670
149426645	219	281.6146
81643757	221	168.8505
82555888	222	393.4833
120019290	223	786.2815
86282159	224	188.5290
{D2507181-1F91-4D84-8CC9-2962F76FCC6A}	225	163.7879
90771487	226	153.1479
114541711	227	167.3217
34119623	228	257.6814
114544645	229	124.3484
{741422E3-D790-4D6A-BF7D-CE4C6BFC7684}	230	234.2439
{8A26CEC9-9C59-4D84-9169-31594CA0CAE5}	231	164.8036
91687853	232	242.6784
120019170	233	7528.1522
86282169	234	188.0795
{9B8F626A-B057-4221-B514-4A6A83BB6A3B}	235	149.8038
34125954	236	155.0663
107514222	237	185.2918
{109C6B22-AFFA-42D4-8CD9-4C6F0C8D8196}	239	167.3648
81002103	240	635.2779
{A7A62B65-C0C0-499A-AF4C-8D60AAA136F4}	241	127.4183
{1A31679B-82DF-4CB0-9B42-D8D3E0F3A0C3}	242	140.9942
82985169	243	160.3923
{F82846BB-A95B-4A83-8210-AA61A42DE455}	244	138.2636
121622369	245	138.6169
151717764	246	122.5907
106374668	248	122.0399
92083405	249	237.4208
114543471	250	166.2638
120020319	251	737.6251
114545117	252	368.1060
{4DF173F6-BCC4-4708-A355-89EC4912B154}	253	137.5559
114540809	254	164.3370
37648901	255	203.9555
91685209	256	154.1936
59750175	257	188.8785
{17D46EDF-1F53-44BA-AF09-990A8A747210}	258	147.3815
120019273	259	5473.7922
120019246	260	1639.5339
114544533	261	146.6408
106374252	262	128.2669
34131169	263	161.3522
59748287	264	190.9874
114545077	265	188.7360
91685535	266	160.9992
114541495	267	128.1429
120018792	269	295.3929
151949646	270	120.5350
34129875	271	143.9986
86282143	272	183.8272
74928207	273	381.3566
114544853	274	124.8997
{81993217-A8BC-4252-8C3F-4BEDE239C321}	275	138.2423
{D32C0E0B-5CC6-4852-9036-FD99D6EA09A7}	277	129.3349
59807477	279	265.1725
34127736	280	132.6826
74928691	281	164.5016
120018121	282	138.8838
34129232	283	140.6793
151717640	284	150.6697
{B9837C31-354C-43C7-8E5F-0551E2D9D1A2}	285	210.1056
{16D1BF87-2FC6-4E3E-97F9-29C0EB2FC556}	286	124.9654
75473087	290	218.2330
120019618	291	348.8869
86444727	292	211.9705
80002609	293	137.9601
41240771	294	383.4096
120019381	295	730.8541
114540377	296	157.6694
{FE061ACE-9DDB-475B-BAA8-E1AA83974FAB}	297	131.8759
{84C58996-4E97-4068-AFA3-DF0D2526E008}	298	144.2605
47710417	299	340.4445
114540775	301	170.1512
{91BCB789-03B3-4CB9-B82B-62D713158C5A}	302	183.8343
86282201	303	121.9203
80994849	304	300.0481
58125935	305	442.7461
45386512	306	223.2292
91596365	307	161.2218
{24DEA660-8BBE-4424-AB34-85CB711BE134}	308	143.7906
114539675	309	780.6811
{BF4B9A8E-A831-47D5-BFE5-40D563862312}	310	520.0009
114545899	311	137.6834
81001163	312	388.9803
80003361	313	176.6071
06f88994-e7cd-4d00-af63-3f0932587386	314	279.6892
120018307	315	1048.5589
120019217	316	1433.0539
82552878	317	432.8620
{7B4E27C9-219E-4DC8-A92C-0E9E219884F9}	318	567.6274
91677959	320	309.2031
123271399	321	155.5812
107070332	322	272.8078
{C47CFE01-7B56-48C4-A282-A09EBA602F40}	323	129.3425
82986113	324	125.2924
{8E8B3115-C6A4-4B9E-A26D-6495EFA6BD91}	325	141.5724
69546003	327	127.6705
120019424	328	433.0253
80999011	329	294.9959
59747975	330	155.6025
114540293	331	130.6759
{2FAB0857-4A5E-4EDF-AF2E-D0127F799B8E}	332	129.8500
117648263	333	271.6543
120018459	334	626.7783
91595057	335	202.2771
114545701	336	195.0543
120019617	338	272.9634
120020742	339	439.1198
107515214	340	119.4411
45730974	341	180.4217
120019283	342	203.3267
166866592	343	884.5904
120020414	345	644.3411
90768891	346	126.8649
114540021	348	143.0529
86364517	349	136.6072
111727555	350	157.3298
114544899	352	436.4330
{F48EC6E6-B6C3-437D-99B0-0E7EC88A49C0}	353	137.2345
45380490	354	291.5459
120018056	356	190.7393
80001653	358	189.1158
59746057	359	213.6847
{68DA53D9-6375-4D29-94E0-75B2D55FC0E9}	360	344.8103
91596427	361	137.2404
81004679	362	179.4309
130642900	363	594.1214
80005955	364	399.6040
59810417	366	167.2174
{9042FEE3-F7BE-4DE8-A00E-41A1421F2029}	367	126.5077
120019267	368	1319.9920
118874139	369	228.1218
{7AEDAA6A-33B6-4411-9B09-20A004C00EF1}	370	144.6074
111726811	371	154.8148
105954515	372	797.2261
34130962	373	131.3286
34128651	375	211.1355
114540651	376	142.0395
114545757	377	189.3127
83836007	378	157.9334
114545041	379	125.0144
87818559	380	157.9794
123271729	381	1313.3777
86444957	383	146.3594
90769751	384	138.9336
120019265	385	269.6278
120019747	386	918.6629
157362379	387	179.6116
45715980	388	257.1130
114336707	389	155.8635
34127702	392	143.3938
59719909	393	190.0475
120019863	394	258.4514
{4A47E00E-20C1-4BB8-93B8-D9D6968DF861}	395	128.4185
120019137	396	246.0045
{4EBEC703-3C82-4D55-8291-68177049D57A}	397	197.5770
34125969	398	209.0954
120020096	401	477.7167
86367431	403	608.2036
114544445	404	133.0507
72863203	405	210.3110
136863942	406	472.8198
120020295	407	687.5875
111726873	408	161.5746
70330213	409	321.1566
{22EDCC41-568F-40C2-B994-F3AA2E9DB28A}	410	149.2562
80999663	411	462.9154
120020669	412	338.7205
120018428	413	344.3704
120019289	414	568.0314
75661291	417	344.3379
{FDD359C2-E57D-40B5-84C2-4D0A12C0807D}	418	143.1174
105954303	419	713.2503
114545873	420	148.2331
47481339	421	172.0493
120018775	422	342.6130
86445063	423	145.2072
107074568	424	133.4951
80005045	425	630.4001
72862901	426	154.2965
106374614	427	150.4636
86282127	428	161.0898
120018482	429	552.5261
120019279	430	499.9531
45338847	431	270.0781
5a0e0d42-f818-43ea-a119-abe59d27ffec	432	232.3587
80996233	433	793.1325
114542557	434	126.1939
120019574	435	338.4522
86367839	436	182.0161
152707902	437	346.9609
120020649	438	293.1302
90148115	439	1047.7451
120019801	440	307.4036
59751073	441	263.7050
91691877	442	398.7839
70333917	443	196.6843
82815694	444	354.3343
123148135	446	233.2264
152857115	447	587.7021
122383011	448	210.0491
123147641	449	467.2219
167745904	450	137.7895
80600125	451	1058.0781
167258151	452	457.3540
123148210	453	175.3093
120018631	454	546.9392
145163152	455	538.0020
76244444	456	177.1817
84624244	457	304.2933
114543161	458	132.0534
58006255	459	354.2494
120019012	460	348.0458
86275737	461	399.0295
59724483	462	231.0740
75653725	463	159.0844
80005885	464	239.6285
59722361	465	406.9090
151717761	466	189.3633
120020970	467	230.9916
34242386	468	303.6577
59752627	469	238.5898
122373886	470	289.2647
159108014	471	220.8791
102015314	472	201.3884
113235993	473	390.6509
120018379	474	607.6019
120020268	475	321.1314
91574847	476	236.4785
69545713	477	203.1082
120018763	478	502.3983
145333821	480	292.1149
155636192	481	516.5524
120018620	482	1835.9536
155471071	483	262.4182
145331665	484	397.6903
45363479	485	205.0386
114539753	486	323.4470
121860556	487	337.6651
45719228	489	318.0686
91689945	490	504.7849
34242916	491	508.1779
155637423	492	163.3707
120018639	493	918.8285
152019094	494	2201.6711
69886614	495	199.4980
152840297	496	471.4487
122985904	497	195.1881
102012332	498	154.0616
60430459	499	239.9356
26061106	500	199.9275
155417401	501	212.7813
58755758	502	178.3077
105953947	503	477.7834
113470369	504	469.5493
56131419	505	213.6003
122937031	506	181.9006
34242518	507	274.0582
70331947	508	135.1872
135696109	509	162.3105
139260790	510	155.2831
143249311	511	248.4861
151717714	512	158.6515
74715183	513	156.6066
87819837	514	286.6274
81640527	515	302.7535
155352629	516	710.3235
{37E3C061-DB35-4DF9-B960-87E32076AAFA}	517	191.5756
155291408	518	2871.0393
120018392	519	1008.0350
155641546	520	200.3030
155642902	521	127.7778
64659432	522	185.4529
143250723	523	260.2421
120020181	524	340.4808
120020630	525	405.3995
155469589	526	214.0582
120019377	527	625.9118
150994186	528	513.0093
123166131	529	117.0521
69884644	530	622.4799
120020354	531	998.0094
80006819	532	251.4218
91597267	533	443.3717
114541263	534	261.2092
152372846	535	267.7013
83977851	536	1091.9161
120018725	537	427.8468
70336203	538	204.4336
45339407	539	314.8771
120020190	540	194.7231
83976061	541	251.4283
120018642	542	1367.2993
152017059	543	1641.9158
120020073	544	966.1411
155639924	545	309.0357
86445563	546	456.0880
152512544	547	309.8744
129225118	548	166.2228
120020679	549	534.8679
75652307	550	155.6023
86444267	551	360.1838
120020343	552	1097.6789
69543769	553	148.1394
155639336	554	815.2425
120020616	555	132.4475
80006369	556	122.5544
45722930	557	302.4179
87818985	558	245.6395
45340797	559	478.1616
81003807	560	188.3522
120020651	562	732.1515
74924157	564	360.3478
90771289	565	323.6626
70331829	566	170.2163
167258122	567	483.0025
eff51779-4b34-4b56-a784-e5eb50a4fe11	568	402.7996
69543991	569	142.7417
70334639	570	169.5868
120019492	571	400.8816
155640954	572	185.5513
114540053	573	843.2695
121629875	574	1541.0948
44364664	575	1271.1944
155641554	576	163.8938
146647236	577	499.4988
120020633	578	247.0562
90346634	579	148.0806
70330781	580	165.1025
70336029	581	226.3484
155642770	582	122.2830
120019513	583	3752.7167
120018590	584	2449.2305
120023798	585	251.6424
155442657	586	150.4112
106351867	587	336.7208
120020106	588	405.8125
80006869	589	194.2346
120019934	590	448.7542
59745649	591	271.9569
76154981	592	163.1317
120019817	594	267.9260
53455439	595	482.6772
120019218	596	636.4872
152517725	597	583.5593
167258106	598	2474.3597
{E25FD212-AA7B-4AC7-919D-6EEDD10D0C75}	599	292.2789
69547839	600	144.4504
56128955	601	137.4097
129226232	602	3302.8944
155351383	603	237.9327
56128803	604	209.3647
155351435	605	177.7012
80993707	606	129.8691
37609803	607	162.5880
152517935	608	321.4174
114542575	609	313.5028
120020387	610	202.6440
155641805	611	256.0757
74926703	612	617.1952
152518350	613	508.4865
59723967	614	381.0833
110735793	615	307.2731
123148204	616	298.9816
155408453	617	484.5300
75473371	618	644.8740
155640865	619	257.7283
91687073	620	575.7712
111864605	621	639.3449
155636937	622	270.5921
75474533	623	187.7738
87819959	624	209.7777
90385436	625	282.8471
155472029	626	189.7394
82818960	627	395.4081
121860154	628	295.4727
75661507	629	180.2512
75652611	630	215.7229
145331833	631	391.5938
114539935	632	670.4578
120018306	634	338.3489
80995245	635	906.9755
72857899	636	187.8744
47719159	637	1368.7833
25603321	638	125.9179
155640103	639	260.3677
151717864	640	383.7124
70333889	641	189.8314
120018115	642	183.9240
123394248	643	1080.9034
151717889	644	163.0689
123165665	645	441.0212
86444277	646	147.4430
152019702	647	2379.9754
70332495	648	242.5282
70336911	649	242.4340
75473611	650	164.7478
75476029	651	205.3313
60445815	652	122.5857
114542615	653	178.5697
155642815	654	165.9414
155637952	655	196.4219
64657594	656	232.1790
151914973	657	238.4784
151873969	658	436.4961
152518303	659	213.2422
59746765	660	354.2200
155245225	661	852.6881
152192918	663	181.7425
61772655	665	677.4173
126212479	666	3122.3070
{9FD1BF9C-A06C-4C04-BA7A-10FED2C6AA4E}	667	170.3569
148710305	668	961.0751
80996995	669	313.3446
152708039	670	398.3456
152274884	671	386.5277
70331373	672	177.4080
106351361	673	240.5222
149759019	674	230.7847
155390799	675	258.7467
69886702	676	177.8098
157361618	677	171.7414
120018097	678	307.9380
150994589	679	235.9033
120019974	680	418.8145
123165899	681	437.8245
{79B6E458-238D-4301-AC8A-FC227ED4C3E9}	682	133.5230
145333926	683	306.1634
120018079	685	448.0808
{44CFFFD4-44C0-4CAE-BC84-98FB539A4817}	686	140.3912
45385910	687	397.1190
109943390	688	378.5654
152518193	690	220.6088
75474743	691	154.7298
86274381	692	349.9518
121861006	693	165.4970
120019306	694	363.3073
32671162	695	1287.1732
155635952	696	337.0769
60091356	697	400.9812
139260146	698	164.1846
157143598	699	977.8901
34126801	700	137.7902
155639870	701	187.8606
69885372	702	150.1760
114540067	703	1002.3868
167256817	704	218.3964
74716689	705	364.8336
45724492	706	221.9378
155635912	707	306.4773
155410966	708	385.2722
151717936	709	852.6168
122934081	710	199.3507
{7B497523-5BF4-4740-A2F2-7DD4BFF76F9A}	711	145.4075
100522160	712	161.6566
{2850DB3B-E38E-42E6-9512-D8FBFC41BD34}	713	211.1626
117626885	714	276.6033
75653819	715	164.2827
35034217	716	336.7142
118254033	717	310.8366
157355460	718	195.9214
70335803	720	349.8639
155642842	721	125.2584
57116373	722	259.7357
70331569	723	119.2752
76243866	724	156.6831
80997361	725	360.9633
45730856	726	194.0908
123166696	728	165.1009
32672239	729	956.3847
80996679	730	299.2204
82818010	731	270.9324
75472989	732	179.7260
120018085	734	243.5822
70336117	735	198.3685
45365847	736	267.2231
120022727	737	191.8329
86277937	738	430.1196
{4298AFEB-171B-421D-8901-7E200CBB8EFF}	739	201.9783
111861279	740	395.9411
120018643	741	543.3743
{ACF199DB-D021-4D1A-8F3A-D227694C9C72}	743	156.9325
{45A34DBE-8B4D-4A44-8897-47CEAEAB156B}	744	170.9677
70334827	745	323.8559
155352679	746	196.5862
155635938	747	573.4815
75473997	748	174.4723
86366027	749	586.7477
75661179	750	405.8405
75656815	751	169.2696
82815234	752	287.3904
5e0d70a9-30a4-4e18-b063-5287b5d4a411	753	178.9076
{4C67229A-45D2-456D-95F9-5270A5EFF958}	754	145.6059
120018381	755	288.9095
B62A3EBC-3812-446B-8FFC-1BEB9A006D12	756	767.5153
152377026	757	934.3557
120020090	758	1184.8398
{D33BD373-D6E7-4E9B-B9BA-0B8AC37A197E}	759	155.5448
155642441	760	170.9898
166868554	761	442.3847
151949002	762	265.9067
80002665	763	327.9660
152373071	764	254.0305
34131191	765	121.8163
37649149	766	670.2716
80997263	767	361.7149
120019314	768	306.9135
166866591	769	331.5534
86276583	770	269.9561
69884750	771	240.0570
70332209	772	219.7983
120019682	773	292.8400
155642664	774	165.1693
120020421	775	294.2839
110736275	776	231.9807
91574089	777	2700.1963
105954081	778	2317.4984
120020203	780	142.1342
120018034	781	286.4073
76155939	782	124.9283
32732186	783	1261.5537
120019220	784	326.4498
152517931	785	325.5736
29827131	786	148.2889
82552206	787	413.4316
D1B1329D-7DBA-47B5-B828-9EFE0F9438F9	788	9177.9470
120019364	789	298.6610
83976899	790	248.8093
120020979	791	546.5700
152842280	792	307.7708
155638658	793	158.0721
91684971	794	149.8808
105233685	795	349.9072
114539815	796	688.1536
70330959	798	276.1259
155352553	799	346.3179
120018039	800	466.7412
47479601	801	183.6869
70331913	802	332.1893
69886650	803	4808.5072
120019802	804	402.9150
120020434	805	224.0506
{4B9142E5-3575-4603-9746-7210D2629FEF}	806	152.7647
147104885	807	272.8813
90373752	808	252.7137
26051940	809	148.7636
150436670	810	220.2314
70333447	811	255.5313
82820400	812	299.6158
80994347	813	558.9169
{139391AB-F7E2-401F-8364-F962B61F9E14}	814	658.2220
155443325	815	123.9032
107070582	816	245.0400
151717768	817	444.6947
75472613	818	238.7081
155642885	819	185.4397
145334286	820	792.0929
152094908	821	372.2046
152707304	822	266.3775
68838997	823	189.6278
{C1AE8E9F-A731-4CF1-80BB-8887E245A2D6}	824	260.0000
69885050	825	151.7499
136665926	826	216.3475
143249705	827	382.7787
47484926	828	151.9345
{D6AA928B-DC70-4B63-8475-B8A9003E94FE}	829	159.7316
123397067	830	390.3127
145330487	831	524.3206
152517631	832	275.7570
120019937	833	397.3071
129225129	834	488.6887
155411163	835	527.5846
145333719	836	428.4897
{FDDE8C1D-21CD-4117-83F0-92A72AC6EE26}	838	220.0821
155642588	839	181.0805
167791873	840	202.7597
68838115	841	228.6587
120018852	842	474.0518
120018136	843	243.8721
120019187	844	1549.4225
155636047	845	688.8052
155471708	846	132.2834
152274857	847	243.2038
120019964	848	258.8704
70332981	849	159.8273
155641148	850	254.3400
155636730	851	392.3568
155637003	852	384.0716
83947098	853	338.1794
122382883	854	315.8675
56891161	855	1117.8743
87818945	856	306.9676
120018060	857	326.6503
155444366	858	294.9785
80001697	859	229.6613
155351316	860	399.3188
74928969	861	122.8020
60462531	862	168.8984
{DC36BC8B-A19D-4350-AFC2-939412368067}	863	134.3339
111861257	864	423.9103
152372230	865	233.0905
80995977	866	523.1390
145334300	867	1293.6417
155636795	868	328.9458
155642850	869	147.1496
{88D5B4F5-85B5-4C31-9AC2-FC6C632187A8}	870	235.1813
123056310	871	258.4282
72862359	872	207.1512
155642878	873	169.1562
74928835	874	154.5085
61790835	875	135.9076
120019732	876	1694.8155
113471151	877	412.8525
120020635	878	1076.5038
123166123	879	146.1488
120019214	880	2293.5586
80995049	881	352.3589
120020737	882	375.3815
73028665	883	139.0153
120019928	884	286.5823
76247066	885	292.7986
107071188	886	266.6857
147104903	887	194.3482
120020463	888	289.5252
{E0E6126C-5709-48DE-AFE1-C044FC1E96DD}	889	170.4031
155641466	890	147.1014
69885856	891	292.6417
69546547	892	284.9929
155472509	893	220.8979
{2732C1F9-5912-4ADE-9335-D9A3E4047CDD}	894	167.9159
155637334	895	351.1174
{B49782CC-FEC6-4C4C-B57C-80D916980898}	896	183.1658
152012686	899	693.6126
157067971	900	270.3655
143249117	901	130.3893
32671150	902	762.6470
155351394	903	335.1690
29887033	904	182.4283
68839013	905	125.7173
69886444	906	255.6387
{BBF906B9-3695-4FBA-8238-DC01CF6FEE4F}	907	141.2973
148710583	909	431.0787
80001879	911	145.6420
116542245	912	509.8280
78533113	913	500.2758
147104089	914	385.4004
122548488	915	4653.6262
70336259	916	514.3645
70333789	917	168.0974
114540013	918	356.7026
34124317	919	187.0313
143250011	920	150.5678
120019058	921	3113.8062
152517981	922	186.5362
110736239	923	215.4611
120020373	924	209.5425
70332409	925	235.2883
86445133	926	129.3309
35039759	927	166.1217
106374460	928	174.3444
152841351	929	938.2972
167258137	931	609.1655
152372714	932	132.8746
106352151	933	463.8324
123396614	934	349.1813
157355523	935	148.2909
78538649	936	223.5962
155635854	937	232.4731
121860658	938	402.1987
151914944	939	415.6427
150432955	940	215.4866
{012EE941-484D-4788-9BCB-9A580D7D9368}	941	142.6761
143250657	942	141.0708
83977733	943	153.3561
155641982	944	263.8392
155642544	945	203.5148
143249192	946	988.0294
123148231	947	163.3569
123148050	948	233.3864
147104900	949	323.5115
69886912	950	289.2855
69543891	952	162.1356
84589707	953	223.8427
155637876	954	504.5435
120020370	955	404.5379
70332773	956	357.4873
106374048	957	208.6647
80005877	958	190.5369
147104498	959	242.7852
120019738	960	505.8515
77358264	961	228.9875
75475207	962	173.3100
167256810	963	354.9779
70330747	964	147.9634
143249413	966	302.9581
155472197	967	676.7955
70335681	968	2301.5178
70333441	969	417.7600
121858448	970	222.2661
120020198	971	408.8031
120018653	972	1066.6615
91683191	973	349.5576
83977123	974	835.9590
120018700	975	326.1392
77358322	976	690.2656
123397639	977	207.3081
70331105	978	258.8249
69887418	979	177.4422
47477723	980	155.8214
81000109	981	204.5164
70333287	982	132.2391
70330301	983	487.8897
152133995	984	1538.5467
35033321	985	123.5077
121207047	986	539.9572
59752541	987	234.1557
120020590	988	412.5073
129728854	989	206.6116
86274749	990	243.4665
155385324	991	384.1456
120020625	992	450.3056
60435081	994	135.6113
91677211	995	162.7574
120018981	996	10951.7131
155635899	998	280.8483
106352243	999	274.3360
70331491	1000	160.0931
120019198	1001	455.6354
25625776	1002	139.9241
120019818	1003	630.1241
120019336	1004	339.9767
155356470	1005	200.8054
155413318	1006	204.2225
25472138	1007	177.5917
100535374	1008	156.9992
109946536	1009	212.2574
47723271	1010	204.8447
120020963	1011	600.4312
45385756	1013	553.3181
155472741	1014	339.5791
90770131	1015	593.6616
70332827	1016	182.1874
57936564	1017	580.7009
145218907	1018	467.0953
155443511	1019	190.9550
120019518	1020	410.2008
{7A709D9C-3F2E-43C4-AC52-67DE560DDC12}	1021	163.0609
114544961	1022	201.1792
151717852	1023	322.8402
155637270	1025	502.7307
152707020	1026	230.7670
60087664	1027	258.3736
152707525	1028	380.6463
80006805	1029	440.2251
149759155	1030	263.1237
{7BE1346B-71F3-4542-B3A6-0E77B1EF9A8E}	1031	195.2780
75473959	1032	186.0703
114542547	1033	120.3897
70336027	1034	195.8983
136863492	1035	314.2535
60436051	1036	163.0623
121859037	1037	172.3109
155635994	1038	616.3940
145334073	1039	238.8323
123397651	1040	1500.5081
143249038	1041	419.7225
120020155	1042	240.8458
157076187	1043	444.0959
111860699	1044	338.4838
47726570	1045	315.9667
77358424	1047	182.5800
34130604	1048	273.0975
47484435	1049	137.2805
111860937	1050	497.5623
155641417	1051	523.0035
76156565	1052	123.3425
120018270	1053	410.2232
155417478	1054	3340.8049
120018280	1055	237.4323
151873978	1056	249.2812
75660379	1057	167.3838
155411074	1058	2538.0817
69543945	1059	133.1076
120020820	1060	405.2356
120020307	1061	697.3126
148710561	1062	401.4847
25483264	1063	325.5823
105953491	1064	792.0135
120018102	1065	230.0314
75660509	1066	131.4791
120019939	1067	553.2664
69884890	1068	141.0214
151717905	1069	165.5903
120020108	1070	1241.6609
114542699	1071	718.2831
72863677	1072	585.7255
91682521	1073	253.0092
75474159	1074	121.5737
120020156	1075	218.1149
91598027	1076	883.3237
136688270	1077	166.1763
139259941	1078	317.7402
120020218	1080	171.6886
70335415	1081	135.8807
167258129	1082	631.9703
70336667	1083	244.7832
143250746	1084	144.9504
100541396	1085	254.9491
128584700	1086	161.4473
120018163	1087	386.4162
136665210	1088	292.7856
120020212	1089	314.6841
120020078	1090	449.3978
143248852	1091	225.9963
120020994	1092	461.2725
122383047	1093	335.1878
120019547	1094	1171.2052
157356350	1095	1421.1493
155638339	1096	732.6044
69576730	1097	174.1703
25603315	1098	176.1115
70331981	1099	193.1006
91574407	1100	285.7893
114539833	1101	1422.6780
77358200	1102	253.1734
70333097	1103	240.8313
120018426	1104	407.3049
{EA51485B-9C92-400D-8D6F-1102FC462DEA}	1105	165.8781
116542403	1106	869.1323
155411080	1107	338.4521
