hu4_zoneid	hu4_baseflowindex_min	hu4_baseflowindex_max	hu4_baseflowindex_mean	hu4_baseflowindex_std	hu4_dep_no3_1985_min	hu4_dep_no3_1985_max	hu4_dep_no3_1985_mean	hu4_dep_no3_1985_std	hu4_dep_no3_1990_min	hu4_dep_no3_1990_max	hu4_dep_no3_1990_mean	hu4_dep_no3_1990_std	hu4_dep_no3_1995_min	hu4_dep_no3_1995_max	hu4_dep_no3_1995_mean	hu4_dep_no3_1995_std	hu4_dep_no3_2000_min	hu4_dep_no3_2000_max	hu4_dep_no3_2000_mean	hu4_dep_no3_2000_std	hu4_dep_no3_2005_min	hu4_dep_no3_2005_max	hu4_dep_no3_2005_mean	hu4_dep_no3_2005_std	hu4_dep_no3_2010_min	hu4_dep_no3_2010_max	hu4_dep_no3_2010_mean	hu4_dep_no3_2010_std	hu4_dep_so4_1985_min	hu4_dep_so4_1985_max	hu4_dep_so4_1985_mean	hu4_dep_so4_1985_std	hu4_dep_so4_1990_min	hu4_dep_so4_1990_max	hu4_dep_so4_1990_mean	hu4_dep_so4_1990_std	hu4_dep_so4_1995_min	hu4_dep_so4_1995_max	hu4_dep_so4_1995_mean	hu4_dep_so4_1995_std	hu4_dep_so4_2000_min	hu4_dep_so4_2000_max	hu4_dep_so4_2000_mean	hu4_dep_so4_2000_std	hu4_dep_so4_2005_min	hu4_dep_so4_2005_max	hu4_dep_so4_2005_mean	hu4_dep_so4_2005_std	hu4_dep_so4_2010_min	hu4_dep_so4_2010_max	hu4_dep_so4_2010_mean	hu4_dep_so4_2010_std	hu4_dep_totaln_1985_min	hu4_dep_totaln_1985_max	hu4_dep_totaln_1985_mean	hu4_dep_totaln_1985_std	hu4_dep_totaln_1990_min	hu4_dep_totaln_1990_max	hu4_dep_totaln_1990_mean	hu4_dep_totaln_1990_std	hu4_dep_totaln_1995_min	hu4_dep_totaln_1995_max	hu4_dep_totaln_1995_mean	hu4_dep_totaln_1995_std	hu4_dep_totaln_2000_min	hu4_dep_totaln_2000_max	hu4_dep_totaln_2000_mean	hu4_dep_totaln_2000_std	hu4_dep_totaln_2005_min	hu4_dep_totaln_2005_max	hu4_dep_totaln_2005_mean	hu4_dep_totaln_2005_std	hu4_dep_totaln_2010_min	hu4_dep_totaln_2010_max	hu4_dep_totaln_2010_mean	hu4_dep_totaln_2010_std	hu4_groundwaterrecharge_min	hu4_groundwaterrecharge_max	hu4_groundwaterrecharge_mean	hu4_groundwaterrecharge_std	hu4_prism_ppt_30yr_normal_800mm2_annual_min	hu4_prism_ppt_30yr_normal_800mm2_annual_max	hu4_prism_ppt_30yr_normal_800mm2_annual_mean	hu4_prism_ppt_30yr_normal_800mm2_annual_std	hu4_prism_tmax_30yr_normal_800mm2_annual_min	hu4_prism_tmax_30yr_normal_800mm2_annual_max	hu4_prism_tmax_30yr_normal_800mm2_annual_mean	hu4_prism_tmax_30yr_normal_800mm2_annual_std	hu4_prism_tmean_30yr_normal_800mm2_annual_min	hu4_prism_tmean_30yr_normal_800mm2_annual_max	hu4_prism_tmean_30yr_normal_800mm2_annual_mean	hu4_prism_tmean_30yr_normal_800mm2_annual_std	hu4_prism_tmin_30yr_normal_800mm2_annual_min	hu4_prism_tmin_30yr_normal_800mm2_annual_max	hu4_prism_tmin_30yr_normal_800mm2_annual_mean	hu4_prism_tmin_30yr_normal_800mm2_annual_std	hu4_runoff_min	hu4_runoff_max	hu4_runoff_mean	hu4_runoff_std	hu4_surficialgeology_alluv_ha	hu4_surficialgeology_alluv_pct	hu4_surficialgeology_beach_ha	hu4_surficialgeology_beach_pct	hu4_surficialgeology_colluv_ha	hu4_surficialgeology_colluv_pct	hu4_surficialgeology_dec_resid_ha	hu4_surficialgeology_dec_resid_pct	hu4_surficialgeology_eolian_ha	hu4_surficialgeology_eolian_pct	hu4_surficialgeology_gf_out_ha	hu4_surficialgeology_gf_out_pct	hu4_surficialgeology_grus_ha	hu4_surficialgeology_grus_pct	hu4_surficialgeology_ice_ha	hu4_surficialgeology_ice_pct	hu4_surficialgeology_lac_ha	hu4_surficialgeology_lac_pct	hu4_surficialgeology_lac_clay_ha	hu4_surficialgeology_lac_clay_pct	hu4_surficialgeology_marine_ha	hu4_surficialgeology_marine_pct	hu4_surficialgeology_open_water_ha	hu4_surficialgeology_open_water_pct	hu4_surficialgeology_other_ha	hu4_surficialgeology_other_pct	hu4_surficialgeology_peat_mrsh_ha	hu4_surficialgeology_peat_mrsh_pct	hu4_surficialgeology_saprol_ha	hu4_surficialgeology_saprol_pct	hu4_surficialgeology_solif_ha	hu4_surficialgeology_solif_pct	hu4_surficialgeology_solut_ha	hu4_surficialgeology_solut_pct	hu4_surficialgeology_till_clay_ha	hu4_surficialgeology_till_clay_pct	hu4_surficialgeology_till_loam_ha	hu4_surficialgeology_till_loam_pct	hu4_surficialgeology_till_oth_ha	hu4_surficialgeology_till_oth_pct	hu4_surficialgeology_till_sand_ha	hu4_surficialgeology_till_sand_pct
29	HU4_38	8	63	28.1029	8.8914	12.184	18.7946	16.2755	1.0388	12.8928	21.8827	16.5349	1.6117	11.2188	20.0837	14.9333	1.6949	10.7239	19.8707	15.429	1.6123	9.1804	17.5556	13.0061	1.8066	7.2868	10.8526	9.2116	0.6497	22.2647	35.9688	30.7795	2.3762	23.1568	37.5311	30.1777	2.6593	15.9364	27.993	20.4134	1.8129	12.5831	26.7928	19.7534	2.5947	13.7673	24.8019	18.6589	2.4521	9.1004	12.8578	11.0773	0.7401	4.6312	7.1876	6.139	0.3667	5.3874	9.292	6.9867	0.6981	5.0625	8.4594	6.445	0.6195	4.6242	7.8669	6.4102	0.5699	4.2638	7.9178	6.057	0.8059	3.658	5.4989	4.6443	0.346	21	201	87.8196	27.8236	940.1164	1229.3495	1077.9943	67.6222	15.0957	19.6113	17.1357	1.077	9.7472	13.9877	11.5106	0.9746	4.1044	8.3883	5.8805	0.8935	9.4725	17.7692	12.4971	1.697	672710.9378	7.8815	0	0	790736.2616	9.2643	0	0	197673.303	2.3159	334015.0232	3.9133	0	0	49939.7365	0.5851	473230.4746	5.5444	41713.9912	0.4887	0	0	26635.8172	0.3121	0	0	0	0	0	0	0	0	0	0	1198153.6891	14.0375	4750539.3454	55.6572	0	0	0	0
30	HU4_39	29	72	47.9466	11.7036	14.4368	20.6772	16.7365	0.9698	11.9306	17.8168	14.5867	1.4636	9.4713	16.2527	12.9525	1.4469	15.6755	20.211	17.9648	0.7972	9.1928	12.4166	10.7386	0.5543	7.2967	9.8773	8.1148	0.5401	23.5835	34.7	27.3725	1.8662	18.8408	29.6437	23.8609	2.7194	10.8701	19.1685	15.3909	1.8318	16.7522	23.7401	20.506	1.3261	11.6531	15.7887	13.4516	0.6516	7.7526	9.7894	8.5717	0.3837	5.6219	7.8754	6.4126	0.3487	4.8505	7.2964	5.8887	0.6026	3.793	6.7343	5.2092	0.6171	6.3112	8.0297	7.1475	0.3183	4.0197	5.5584	4.7418	0.2277	3.5868	4.5315	3.9353	0.1596	57	167	101.2268	30.5967	0	913.8226	833.5374	91.1798	0	15.0826	14.0741	1.5683	7.6764	10.1904	9.0081	0.6046	0	5.7683	3.7287	0.9055	7.0503	11.1224	8.3231	0.9585	0	0	0	0	0	0	0	0	2550.931	0.2631	154872.952	15.9764	0	0	11846.7701	1.2221	122454.6858	12.6322	320260.3743	33.0375	0	0	0	0	0	0	9502.1077	0.9802	0	0	0	0	0	0	88594.8374	9.1393	259300.7633	26.749	0	0	0	0
31	HU4_4	40	67	47.7583	2.9208	7.3065	16.0549	9.7437	1.2438	9.4678	19.3694	12.8782	1.4242	7.4779	16.1066	9.8311	1.4555	6.5918	15.4712	9.9225	1.3844	6.344	12.9236	8.8631	1.1474	3.6734	7.4147	4.9033	0.7064	11.5264	25.2622	15.3622	1.8096	11.9124	25.9906	17.232	2.289	7.7542	17.3232	10.7385	1.6439	7.0199	16.7114	10.8986	1.615	8.5414	16.8828	11.789	1.5631	3.9599	8.4898	5.2602	0.8198	2.581	5.6317	3.3601	0.4322	3.4488	6.7732	4.5334	0.4496	2.5724	5.624	3.4165	0.5216	2.2748	5.2754	3.3873	0.4597	2.319	4.9235	3.3422	0.4683	1.5785	2.9942	2.0919	0.2727	243	414	305.248	26.555	975.8458	1881.0793	1146.4893	100.3791	5.8059	13.1523	10.7112	1.5993	1.4376	7.7155	5.0186	1.4014	-3.5913	2.8874	-0.6791	1.2747	23.0121	31.5514	25.2737	1.8027	3949.5466	0.2591	0	0	0	0	0	0	0	0	39822.6777	2.6124	0	0	16487.5924	1.0816	3574.6278	0.2345	3681.5252	0.2415	334525.1576	21.9455	51066.2943	3.3501	0	0	14968.1599	0.9819	0	0	0	0	0	0	0	0	129233.4048	8.478	0	0	927034.8956	60.8153
32	HU4_40	25	75	50.1246	11.6223	13.2541	20.2775	16.1702	1.0271	11.6083	16.5311	13.6165	0.8415	9.6352	15.052	12.5469	0.8979	13.9168	20.5485	16.6352	1.1467	8.2411	12.2726	10.8121	0.5035	6.4571	9.0237	7.5239	0.3065	19.2318	30.6822	24.127	2.1442	15.9562	25.2162	20.1403	1.8238	10.5032	17.1757	13.4529	0.9486	12.965	21.8552	17.1302	1.9024	10.8014	15.43	13.1083	0.5399	6.7152	10.012	7.9932	0.4373	5.1122	7.7918	6.2863	0.3753	4.8952	6.9659	5.7532	0.3609	3.8772	6.2138	5.1608	0.4007	5.6527	8.2576	6.743	0.4427	3.982	5.7193	4.9792	0.2288	3.3839	4.7303	3.8863	0.166	50	213	116.4504	41.3625	724.5466	892.7422	815.286	21.5284	11.7808	14.4815	13.5934	0.4923	5.6153	8.8558	8.041	0.6254	-0.6013	4.0695	2.4836	0.8795	7.4199	11.9431	9.0451	1.1527	0	0	279.35	0.0118	0	0	0	0	24178.6471	1.022	181316.9676	7.664	0	0	51098.3565	2.1598	585617.5098	24.7531	565379.7813	23.8977	0	0	953.9524	0.0403	0	0	3808.0674	0.161	0	0	0	0	0	0	245695.9139	10.3852	707504.5421	29.9051	0	0	0	0
33	HU4_41	17	65	31.5966	12.6932	13.7627	20.0922	16.3047	1.0808	14.9053	21.9632	17.3475	1.112	13.2596	19.8409	15.8421	1.2894	14.1035	19.6438	16.6972	0.9062	9.4247	14.9765	12.4195	1.0731	6.9063	10.1763	8.3522	0.5872	23.532	36.1318	28.5556	2.1078	25.8525	40.7203	30.391	2.7237	16.5254	25.321	19.8758	1.9846	17.5939	24.348	20.5607	1.2241	12.7152	22.4392	16.8562	2.3352	7.982	11.0906	9.5525	0.4718	5.3904	8.3282	6.4252	0.4943	5.8026	8.5685	7.0108	0.4276	5.3106	7.9736	6.3858	0.4935	5.5601	7.8715	6.6693	0.3427	4.1409	6.7025	5.4929	0.4905	3.3969	5.0633	4.1182	0.2848	44	181	79.9834	28.0179	824.5959	1052.1122	924.1812	37.4832	13.5762	16.0704	15.3438	0.3394	8.7283	10.6644	9.9303	0.3811	2.9225	6.3649	4.5119	0.5655	7.9358	12.4359	10.1656	0.9042	3744.8781	0.1219	0	0	0	0	0	0	22507.2348	0.7326	58775.0757	1.9132	0	0	3304.4532	0.1076	325856.1674	10.6069	471823.1481	15.3583	0	0	0	0	0	0	4972.0036	0.1618	0	0	0	0	0	0	2031478.6659	66.1264	149652.2973	4.8713	0	0	0	0
34	HU4_42	22	43	35.9099	3.0955	15.1219	32.7015	23.2712	2.7142	16.4645	26.4651	21.1092	2.0056	12.3818	21.7631	15.4066	1.1669	16.8873	23.8796	20.3606	1.42	8.0869	16.1935	12.3275	1.1819	6.0529	11.1203	8.3803	0.9073	23.1409	51.7152	36.6542	4.5543	25.1821	42.1469	33.4944	3.6106	14.7664	26.3247	18.6795	1.5561	21.2121	30.1423	25.9952	1.9708	10.6349	18.5259	15.1636	1.3806	7.8091	14.5723	10.9464	1.2417	5.3163	11.702	8.2302	0.9963	5.8726	9.5892	7.569	0.7373	4.4843	7.7596	5.5653	0.4171	6.155	8.6708	7.3891	0.5134	3.2027	6.086	4.7713	0.4377	2.9084	5.5552	4.0155	0.4716	114	262	185.6447	31.1743	322.8367	1311.7756	1073.2136	87.3084	4.7005	14.9735	13.5018	0.6453	6.4139	10.058	8.4147	0.8346	0.54	5.5669	3.3209	1.1498	13.3941	25.3314	20.3752	2.6466	5474.927	0.7251	0	0	0	0	0	0	0	0	22458.405	2.9744	0	0	20169.1383	2.6712	150625.4026	19.9487	54036.5649	7.1566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47271.1958	6.2606	455027.5823	60.2635	0	0	0	0
35	HU4_43	17	51	31.769	7.1332	16.7758	24.1313	19.3926	1.4793	16.2599	22.4305	19.6877	1.2681	13.6213	19.4959	16.5375	1.0892	15.6498	21.0774	17.9654	1.1797	11.2438	16.9296	13.5928	0.8987	6.2081	10.3557	7.7094	0.8052	30.059	40.2267	34.171	2.0763	28.7303	41.1357	35.7901	1.9374	18.2283	25.8276	22.3197	1.6241	21.064	28.0892	24.1799	1.4381	15.6857	24.2753	19.6846	1.4599	8.2974	13.5672	10.1112	1.0554	6.4012	8.6551	7.2309	0.4463	6.0934	8.4013	7.4786	0.4091	5.1677	7.4084	6.3399	0.451	6.0837	7.9686	6.8512	0.3856	4.6503	7.1239	5.8162	0.422	3.3053	5.0396	3.8828	0.2811	60	197	133.7633	34.3043	915.3196	1206.9283	1025.7814	59.9971	13.966	15.7881	14.9637	0.3558	8.6138	10.9771	9.8511	0.5108	3.1506	6.8531	4.7336	0.8034	11.2554	21.0666	16.754	3.1134	8687.4243	1.1037	0	0	0	0	0	0	0	0	12429.3868	1.5791	0	0	44172.894	5.6119	127558.839	16.2055	33296.9181	4.2302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488676.0619	62.0831	52709.0528	6.6963	19602.1132	2.4903	0	0
36	HU4_44	24	49	36.4046	4.3673	12.5393	21.4432	16.837	1.3981	17.1218	24.2914	20.4269	0.885	13.2734	22.4472	16.7333	1.6749	13.42	21.0493	16.7973	1.5883	12.4656	16.2553	14.1949	0.594	6.2359	8.5018	7.4669	0.3518	26.2482	39.0931	32.197	1.9261	33.1985	49.1426	39.7177	2.0848	18.5167	29.4934	23.7688	1.7688	20.0697	27.4563	23.6686	1.1374	18.9072	26.8315	21.9982	1.0867	8.3053	13.1921	10.5167	0.9537	4.4039	8.4969	6.3648	0.7622	6.5358	9.4956	7.7243	0.3885	4.7572	8.3933	6.3256	0.7157	4.7817	8.1844	6.3694	0.7681	4.8765	7.0287	6.0111	0.4628	3.0026	4.3979	3.6679	0.3296	72	183	127.6754	16.2155	932.5011	1091.1013	1013.8304	23.6283	14.6789	18.3117	15.9405	0.6826	9.3885	12.0117	10.3437	0.487	3.4088	6.0178	4.7418	0.4497	11.976	15.8458	13.8697	0.8593	78569.2626	3.7684	0	0	1167284.7118	55.9864	0	0	0	0	46557.872	2.2331	0	0	68261.5388	3.274	34635.162	1.6612	17875.7217	0.8574	0	0	1915.1948	0.0919	0	0	0	0	0	0	0	0	0	0	35993.6708	1.7264	596729.6475	28.6209	37118.9185	1.7803	0	0
37	HU4_45	20	56	28.3543	6.0838	11.4943	19.9838	16.0814	1.4214	12.5514	22.0422	18.6574	1.5842	12.2466	22.9416	17.926	2.271	14.7999	20.8551	17.6086	0.9699	10.241	15.0577	12.8185	1.1296	7.3929	9.1382	8.0144	0.2776	21.0321	35.898	29.3367	2.2614	23.4126	39.8572	34.5287	2.5479	16.6199	28.4958	23.24	2.3194	16.6266	26.0647	23.2386	1.375	15.8919	22.8012	19.7698	1.5739	9.2804	11.9872	10.327	0.4662	4.0552	8.4005	6.4284	0.9709	4.7608	8.6085	7.2239	0.6748	4.6785	8.5046	6.7768	0.8048	5.7995	8.1103	6.7372	0.4263	4.2298	6.7698	5.4105	0.6133	3.4558	4.1476	3.762	0.1472	57	167	96.767	22.2578	915.3298	1141.7379	1003.5214	36.6683	15.0193	19.1772	16.7071	0.7342	9.4135	12.4847	11.0631	0.528	3.7676	6.6509	5.4141	0.4797	10.4899	16.4747	13.5304	1.7027	64835.4674	3.844	0	0	312715.4133	18.5404	0	0	0	0	30326.1197	1.798	0	0	11425.724	0.6774	28022.2395	1.6614	26878.7434	1.5936	0	0	822.2694	0.0488	0	0	0	0	0	0	0	0	0	0	372369.8198	22.0772	839277.0623	49.7593	0	0	0	0
38	HU4_46	19	63	37.7868	9.0337	13.568	17.9918	15.5224	0.8642	17.0918	20.0189	18.5786	0.5488	14.9828	22.8549	18.1751	1.6438	14.3986	18.2948	16.343	0.7545	11.5912	15.6514	13.7335	0.8918	7.3702	10.0747	8.3784	0.4854	25.0729	33.5829	28.6518	1.7233	32.6427	40.0147	36.2122	1.6063	19.7169	29.2089	23.5411	1.8913	19.5555	25.8658	22.3738	1.3391	18.2306	23.5384	20.8817	0.8871	9.2155	11.8445	10.2436	0.4273	4.9567	6.978	5.649	0.4336	6.749	7.9348	7.3563	0.2008	6.1683	9.1119	7.2855	0.5495	5.5592	7.0631	6.3272	0.2936	4.89	6.7855	5.8883	0.4422	3.5038	4.9932	4.0522	0.2728	69	191	120.174	24.7431	949.9888	1123.9639	1032.7146	33.162	15.3005	18.6346	16.5054	0.716	9.8652	12.8145	10.9333	0.6224	4.1953	7.2617	5.3562	0.5718	10.7322	14.673	12.7497	0.8796	98447.4705	7.0824	0	0	21314.9832	1.5334	0	0	0	0	54248.0208	3.9027	0	0	8716.9975	0.6271	0	0	11198.6875	0.8056	0	0	3483.5844	0.2506	0	0	0	0	0	0	0	0	0	0	211938.7078	15.2471	980679.6951	70.5511	0	0	0	0
39	HU4_47	21	48	33.5777	5.5646	13.7484	25.1169	17.6144	1.9561	14.568	24.5798	19.487	1.6011	11.8172	19.4091	15.5008	1.6098	14.3893	20.0603	16.2936	0.836	9.7025	16.7944	12.4285	0.9901	7.059	9.3418	7.8373	0.3305	26.5912	42.2658	32.5956	2.288	26.9861	49.7925	36.0961	3.7285	15.4661	27.5866	21.1516	2.7166	20.0902	26.9866	22.9447	1.0393	14.389	27.7275	19.1341	1.7377	9.5024	12.9598	10.8768	0.6972	4.8481	9.0009	6.2714	0.7053	5.4417	8.9377	7.1045	0.5334	4.3362	7.0502	5.68	0.5654	5.2003	7.4384	5.9894	0.3581	3.8618	6.2603	4.9936	0.4126	3.0284	4.4261	3.5112	0.1978	87	212	133.9451	25.003	929.8224	1276.528	1043.7709	63.2145	13.9478	18.9259	16.518	1.0707	8.6096	12.3832	10.5561	0.8286	2.5151	6.6806	4.5893	0.7483	13.6129	20.65	15.9016	1.4627	129039.2154	4.4953	0	0	1882630.9117	65.5844	0	0	0	0	49250.152	1.7157	0	0	73107.7263	2.5468	35185.1166	1.2257	41549.8056	1.4475	0	0	5932.4233	0.2067	0	0	0	0	0	0	62682.6874	2.1836	0	0	176808.3684	6.1594	414360.7941	14.4349	0	0	0	0
40	HU4_48	13	55	24.5138	7.4668	11.0779	17.3892	15.1989	0.9284	12.1867	20.2747	16.8797	1.8704	11.7973	20.5231	15.7081	1.3601	14.6854	19.1181	17.1047	0.9079	9.2705	13.7671	11.5446	1.0739	6.8481	9.2592	8.0699	0.4952	20.1603	32.8573	28.1735	2.06	22.6794	39.4416	32.2973	4.1602	16.0053	26.3907	21.0961	1.6475	20.2191	26.4789	23.6239	1.2949	14.5513	21.0225	18.0031	1.6078	8.4509	11.843	10.2386	0.6986	3.889	6.4401	5.3942	0.3868	4.621	7.9577	6.5078	0.8022	4.5152	7.8344	6.1209	0.5767	5.4767	7.4378	6.5058	0.413	3.8091	5.871	4.8366	0.5123	3.1682	4.3576	3.7053	0.1956	52	172	93.093	23.7601	993.9077	1178.2258	1079.9509	38.8939	16.2261	19.604	17.9505	0.7177	10.5864	13.0797	11.9708	0.5093	4.2937	7.6491	5.9861	0.6086	12.2297	16.4465	15.2388	0.8645	93806.7156	4.6824	0	0	1024784.717	51.1529	20690.1003	1.0328	0	0	18211.5815	0.909	0	0	2811.6649	0.1403	53337.6726	2.6624	2481.9674	0.1239	0	0	29148.5715	1.455	0	0	0	0	0	0	0	0	11458.6775	0.572	0	0	746644.0205	37.2693	0	0	0	0
41	HU4_49	10	28	18.9882	4.7718	12.0282	17.0828	14.9805	1.1176	12.059	18.4899	14.7715	1.4233	11.4558	16.5818	13.9891	0.8638	12.0301	18.9903	14.7211	1.7229	9.5956	13.1092	11.047	0.6541	6.7896	11.5722	7.8761	0.6104	24.0718	35.948	30.4929	2.7882	22.1837	35.6948	28.2726	2.8061	15.6864	23.1895	19.8673	1.4098	15.8283	26.0229	19.613	2.5565	14.3347	20.0442	16.8966	1.1589	8.1949	14.5685	9.7142	0.8204	4.3955	6.67	5.6289	0.5364	5.0096	7.3658	6.0488	0.5131	4.8066	7.0488	5.9466	0.3488	5.0299	7.4941	5.9824	0.6008	4.3193	5.8952	4.9778	0.2864	3.286	5.8559	3.8893	0.3275	30	144	82.2924	29.0615	1117.8704	1271.3851	1183.1917	31.3369	17.2374	20.9274	19.2641	0.4906	11.5918	15.1528	13.4058	0.5594	5.6444	9.3713	7.5425	0.6757	11.6608	19.9075	16.5904	1.8645	121648.6644	5.3748	0	0	1123818.8621	49.6534	89603.8297	3.9589	107495.1159	4.7494	116112.3451	5.1302	0	0	0	0	328674.0576	14.5217	0	0	0	0	69773.7388	3.0828	0	0	0	0	0	0	0	0	135132.4425	5.9705	0	0	171069.4296	7.5583	0	0	0	0
42	HU4_5	39	67	51.6708	5.3145	9.8124	35.1394	16.5052	3.823	12.0366	36.5828	18.0406	3.776	8.3923	28.4878	13.8376	2.8068	10.1135	33.0518	16.6537	3.5033	7.761	18.7118	10.5313	1.5248	4.5291	12.0477	6.5602	0.8029	14.0027	44.9089	22.4922	4.8426	15.6409	45.8689	23.6812	4.7559	8.4083	29.3599	14.6432	2.954	10.1588	34.3423	17.1074	3.8398	9.4175	22.2692	12.7321	1.8502	4.6817	13.8249	7.0095	0.9504	3.3622	12.3954	5.5889	1.3544	4.1816	12.9984	6.282	1.3319	2.9702	10.5167	4.9982	1.0447	3.5562	12.037	5.9032	1.2839	3.0258	7.463	4.1475	0.6043	2.1458	6.4051	3.1164	0.4299	177	512	305.6977	68.7686	0	2006.2025	1101.0326	149.0079	0	14.6728	11.8183	0.9735	1.8529	8.8024	6.1525	1.0597	-3.2753	3.6548	0.4816	1.2953	17.338	35.7053	23.3406	4.27	15464.6921	0.3715	0	0	0	0	0	0	1031.578	0.0248	37295.7596	0.8958	0	0	501457.1148	12.045	162752.8744	3.9093	430166.6547	10.3326	448595.4187	10.7753	135754.2857	3.2608	0	0	16253.4579	0.3904	0	0	0	0	0	0	0	0	765951.597	18.3982	0	0	1648471.8335	39.5963
43	HU4_50	13	55	30.7663	7.6108	11.0853	15.4018	13.7998	0.6773	11.6257	18.3425	15.4681	1.4911	11.2263	18.5612	14.56	1.1264	9.7949	15.4949	12.1429	0.7582	7.1812	12.4507	9.0524	0.9718	7.8217	12.4537	10.0943	1.076	19.1839	29.3732	24.7878	1.9076	18.63	31.801	24.5064	2.6406	13.7088	23.6548	18.0995	1.5467	10.4341	17.9668	13.2482	1.0408	8.6115	17.7997	11.8984	1.8888	8.9458	13.7028	11.5463	1.1463	4.2477	6.0885	5.4168	0.2254	5.2475	8.6432	7.1757	0.7752	5.1695	8.223	6.6727	0.5287	4.3795	7.191	5.3453	0.3682	3.6708	6.3931	4.5302	0.4837	4.0772	7.1773	5.419	0.7436	27	124	69.052	17.6825	859.7764	1078.1019	965.9924	29.3695	14.4356	18.8044	16.7519	0.699	8.7629	12.9555	11.0616	0.682	3.0542	7.3697	5.3662	0.6805	8.3608	9.9726	8.9215	0.2929	328669.2405	7.0905	0	0	0	0	8014.5081	0.1729	244209.5651	5.2684	178665.7199	3.8544	0	0	16892.0653	0.3644	74464.2296	1.6064	38959.6858	0.8405	0	0	19562.6514	0.422	0	0	0	0	0	0	0	0	40669.3784	0.8774	550232.9054	11.8703	3135036.295	67.6328	0	0	0	0
44	HU4_51	8	38	19.885	7.2962	12.485	17.4686	14.6465	0.8364	11.7674	18.14	13.6833	0.7925	10.8493	15.6191	13.1461	0.7375	8.5164	16.1604	12.5841	1.7077	8.9494	12.3953	10.012	0.4811	6.5631	10.0329	8.0219	0.7805	21.6452	35.121	28.4946	2.0392	18.1168	31.4585	23.0861	1.9218	14.2725	20.259	17.1057	1.2544	9.4832	19.4022	14.6319	2.4203	12.221	17.825	14.4469	0.9406	7.9595	12.0189	9.7944	1.0834	4.677	6.9369	5.6234	0.327	4.9234	8.2574	5.8841	0.4111	4.5827	7.0416	5.7912	0.3892	3.4912	6.7838	5.2332	0.7276	4.1496	6.4026	4.7163	0.331	3.2617	5.1673	4.0181	0.4172	20	129	53.2721	23.5584	978.8199	1261.8158	1106.8237	61.5482	16.2849	20.2384	18.8953	0.7332	10.5569	14.4741	12.9824	0.6207	4.7562	8.9702	7.0646	0.7043	8.716	17.7948	10.6999	2.091	561802.666	12.6927	0	0	99898.7847	2.257	711459.649	16.0738	126575.4459	2.8597	77325.4591	1.747	0	0	64920.7571	1.4667	139648.4166	3.155	8906.6311	0.2012	0	0	55295.7339	1.2493	0	0	0	0	14828.8533	0.335	0	0	750616.672	16.9585	0	0	1814916.8973	41.004	0	0	0	0
45	HU4_52	18	39	31.3623	5.9742	9.3996	15.0864	11.4287	1.5741	11.7609	15.1627	13.4797	0.8021	10.6263	12.6812	11.4105	0.4142	9.0573	14.0459	10.911	1.3307	7.0424	10.9295	8.5116	0.9816	5.8459	7.9228	6.574	0.5588	16.5844	30.9208	21.4565	3.8535	18.408	26.023	22.0454	2.0922	12.5685	17.3241	14.02	1.1127	10.9147	17.4317	12.9189	1.9496	9.4028	16.0029	11.6707	1.7174	6.7466	9.753	7.6583	0.7843	3.5295	5.762	4.2923	0.5973	5.0162	6.3249	5.6106	0.3195	4.3327	5.3822	4.694	0.2256	3.6094	5.7106	4.3621	0.5812	3.026	4.8917	3.7272	0.4907	2.7853	3.9423	3.1513	0.3011	75	189	147.9745	30.2411	1212.7322	1343.2933	1282.6509	25.5765	20.0178	22.1254	21.0213	0.5734	14.2222	16.4757	15.3946	0.6353	8.2277	11.1596	9.763	0.7172	16.8096	20.4721	18.8481	0.7028	159189.1088	56.0099	0	0	0	0	9757.1921	3.433	53545.5794	18.8398	170.4605	0.06	0	0	0	0	0	0	0	0	0	0	61553.5517	21.6573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	HU4_53	29	65	43.8293	7.5633	5.2703	10.7011	8.0553	0.9444	5.0586	11.5011	8.2495	1.728	7.3933	12.8667	10.575	1.0453	7.4292	13.1244	9.3646	1.3672	6.2604	12.4793	10.3247	1.2521	5.5438	9.368	7.8473	1.0033	5.7362	13.6721	9.6522	1.4141	4.0876	12.222	7.3613	2.0678	5.3565	10.6635	8.0383	0.9907	5.052	9.9564	6.6567	1.1355	5.1799	11.694	9.2544	1.4233	3.8026	7.2031	5.7697	0.8886	2.7274	5.1636	4.1469	0.4877	3.0058	6.6425	4.9226	0.9675	3.8806	7.0039	5.6122	0.595	4.1201	7.1265	5.3767	0.7351	4.3472	8.6048	6.8989	0.8771	4.1008	8.2453	6.1502	1.0671	6	85	38.0084	20.3061	594.8298	857.3291	712.4655	66.1153	10.1502	13.5588	12.5347	0.499	4.8049	8.0749	6.8874	0.5361	-0.5478	3.2084	1.2351	0.6145	0.8707	6.3236	3.3408	1.3629	91783.1808	2.0835	0	0	0	0	0	0	0	0	721407.7333	16.3759	0	0	0	0	58867.9564	1.3363	140481.9896	3.1889	0	0	3216.7138	0.073	0	0	0	0	0	0	0	0	0	0	0	0	3389536.4275	76.9423	0	0	0	0
