name	name_type	name_resolved	authority_system	authority_id
cartosyrphus tarda	scientific	Cartosyrphus	GBIF Backbone Taxonomy	1533583
eupeodes lapponicus	scientific	Eupeodes lapponicus	ITIS	140047
euphydras anicia	scientific	Euphydryas anicia	ITIS	778056
colletes nigrifrons	scientific	Colletes nigrifrons	ITIS	654928
callophrys affinis	scientific	Callophrys affinis	ITIS	777837
osmia lignaria	scientific	Osmia lignaria	ITIS	715574
cartosyrphus	scientific	Cartosyrphus	GBIF Backbone Taxonomy	1533583
eristalis latifrons	scientific	Eristalis latifrons	ITIS	140968
osmia	scientific	Osmia	ITIS	154377
cryptopogon	scientific	Cryptopogon	GBIF Backbone Taxonomy	1659553
hoplitus robusta	scientific	Hoplitis robusta	ITIS	715486
coenonympha ochracea	scientific	Coenonympha ochracea	GBIF Backbone Taxonomy	1911110
lycaena cupreus	scientific	Lycaena cupreus	ITIS	777789
bombus mixtus	scientific	Bombus mixtus	ITIS	714822
osmia tristela	scientific	Osmia tristella	ITIS	715638
melissodes confusa	scientific	Melissodes confusa	ITIS	699308
melanstoma caerulescens	scientific	Melanostoma coerulescens	ITIS	139733
tephritidae	scientific	Tephritidae	ITIS	142604
polygonia zephyrus	scientific	Polygonia zephyrus	GBIF Backbone Taxonomy	5129447
