name	name_type	name_resolved	authority_system	authority_id
Polygonum bistortoides	scientific	NA	NA	NA
Erigeron glacialis	scientific	NA	NA	NA
Veronica nutans	scientific	NA	NA	NA
Lupinus argenteus	scientific	NA	NA	NA
Silene acaulis	scientific	NA	NA	NA
Phlox condensata	scientific	NA	NA	NA
Antennaria rosea	scientific	NA	NA	NA
Senecio atratus	scientific	NA	NA	NA
Ivesia gordonii	scientific	NA	NA	NA
Sedum lanceolatum	scientific	NA	NA	NA
Potentilla uniflora	scientific	NA	NA	NA
Oxytropis podocarpa	scientific	NA	NA	NA
Solidago simplex	scientific	NA	NA	NA
Gentiana affinis	scientific	NA	NA	NA
Senecio crassulus	scientific	NA	NA	NA
Ipomopsis tenuituba	scientific	NA	NA	NA
Erigeron peregrinus	scientific	NA	NA	NA
Erigeron pinnactisectus	scientific	NA	NA	NA
Sibbaldia procumbens	scientific	NA	NA	NA
Trifolium nanum	scientific	NA	NA	NA
Senecio soldanella	scientific	NA	NA	NA
Castilleja sulphurea	scientific	NA	NA	NA
Gentiana algida	scientific	NA	NA	NA
Polemonium viscosum	scientific	NA	NA	NA
Erigeron simplex	scientific	NA	NA	NA
Castilleja linariifolia	scientific	NA	NA	NA
Castilleja miniata	scientific	NA	NA	NA
Draba fladnizensis	scientific	NA	NA	NA
Packera  werneriifolia	scientific	NA	NA	NA
Senecio fremontii	scientific	NA	NA	NA
Phacelia hastata	scientific	NA	NA	NA
Chaenactis douglasii var. alpina	scientific	NA	NA	NA
Packera werneriifolia	scientific	NA	NA	NA
Rydbergia grandiflora	scientific	NA	NA	NA
Eriogonum umbellatum	scientific	NA	NA	NA
Festuca thurberi	scientific	NA	NA	NA
Achnatherum lettermanii	scientific	NA	NA	NA
Carex obtusata	scientific	NA	NA	NA
Poa pratensis	scientific	NA	NA	NA
Elymus trachycaulus	scientific	NA	NA	NA
Achnatherum nelsonii	scientific	NA	NA	NA
Carex occidentalis	scientific	NA	NA	NA
Festuca rubra	scientific	NA	NA	NA
Carex illota	scientific	NA	NA	NA
Agrostis variabilis	scientific	NA	NA	NA
Poa stenantha	scientific	NA	NA	NA
Elymus glaucus	scientific	NA	NA	NA
Bromelica spectabilis	scientific	NA	NA	NA
Deschampsia caespitosa	scientific	NA	NA	NA
Helictotrichon mortonianum	scientific	NA	NA	NA
Carex geyeri	scientific	NA	NA	NA
Poa cusickii	scientific	NA	NA	NA
Trisetum spicatum	scientific	NA	NA	NA
Festuca brachyphylla	scientific	NA	NA	NA
Festuca saximontana	scientific	NA	NA	NA
Phleum alpinum	scientific	NA	NA	NA
Poa alpina	scientific	NA	NA	NA
Carex albonigra	scientific	NA	NA	NA
Carex athrostachya	scientific	NA	NA	NA
Agrostis scabra	scientific	NA	NA	NA
Carex nelsonii	scientific	NA	NA	NA
Carex duriuscula	scientific	NA	NA	NA
Poa abbreviata	scientific	NA	NA	NA
Carex angustior	scientific	NA	NA	NA
Elymus scribneri	scientific	NA	NA	NA
Calamagrostis purpurascens	scientific	NA	NA	NA
Kobresia myosuroides	scientific	NA	NA	NA
Poa arctica	scientific	NA	NA	NA
Bromus pumpellianus	scientific	NA	NA	NA
Calamagrostis stricta	scientific	NA	NA	NA
Carex praeceptorum	scientific	NA	NA	NA
Carex tahoensis	scientific	NA	NA	NA
Carex lachenalii	scientific	NA	NA	NA
Carex phaeocephala	scientific	NA	NA	NA
Achnatherum aridum	scientific	NA	NA	NA
Koeleria macrantha	scientific	NA	NA	NA
Muhlenbergia filiculmis	scientific	NA	NA	NA
Poa glauca	scientific	NA	NA	NA
Blepharoneuron tricholepis	scientific	NA	NA	NA
Carex egglestonii	scientific	NA	NA	NA
Artemisia tridentata	scientific	NA	NA	NA
Amelanchier alnifolia	scientific	NA	NA	NA
Rosa woodsii	scientific	NA	NA	NA
Salix sp.	scientific	NA	NA	NA
Seriphidium arbusculum	scientific	NA	NA	NA
Ribes montigenum	scientific	NA	NA	NA
Potentilla fruticosa	scientific	NA	NA	NA
Vaccinium caespitosum	scientific	NA	NA	NA
Ericameria nauseosa	scientific	NA	NA	NA
Mahonia repens	scientific	NA	NA	NA
Juniperus sp.	scientific	NA	NA	NA
Chrysothamnus viscidiflorus	scientific	NA	NA	NA
Populus tremuloides	scientific	NA	NA	NA
Abies concolor	scientific	NA	NA	NA
Chenopodium album	scientific	NA	NA	NA
Achillea millefolium	scientific	NA	NA	NA
Draba sp.	scientific	NA	NA	NA
Senecio sp.	scientific	NA	NA	NA
Bromus sp.	scientific	NA	NA	NA
Carex sp.	scientific	NA	NA	NA
Polygonum argyrocoleon	common	NA	NA	NA
Cirsium vulgare	common	NA	NA	NA
Tragopogon dubius	common	NA	NA	NA
Taraxacum officinale	common	NA	NA	NA
Bromus inermis	common	NA	NA	NA
Dactylis glomerata	common	NA	NA	NA
Arrhenatherum elatius	common	NA	NA	NA
Polygonum douglasii	common	NA	NA	NA
Collomia linearis	common	NA	NA	NA
Androsace septentrionalis	common	NA	NA	NA
Erigeron flagellaris	common	NA	NA	NA
Ipomopsis aggregata	common	NA	NA	NA
Boechera stricta	common	NA	NA	NA
Draba helleriana	common	NA	NA	NA
Draba albertina	common	NA	NA	NA
Artemisia campestris	common	NA	NA	NA
Cirsium tioganum	common	NA	NA	NA
Phacelia sericea	common	NA	NA	NA
Draba oligosperma	common	NA	NA	NA
Tryphane rubella	common	NA	NA	NA
Castilleja sp.	common	NA	NA	NA
Arnica sp.	common	NA	NA	NA
Penstemon sp.	common	NA	NA	NA
Linum lewisii	common	NA	NA	NA
Potentilla sp.	common	NA	NA	NA
Viola canadensis	common	NA	NA	NA
Delphinium sp.	common	NA	NA	NA
Campanula rotundifolia	common	NA	NA	NA
Erigeron speciosus	common	NA	NA	NA
Galium boreale	common	NA	NA	NA
Lathyrus  leucanthus	common	NA	NA	NA
Lupinus sericeus	common	NA	NA	NA
Valariana occidentalis	common	NA	NA	NA
Viola sp.	common	NA	NA	NA
Fragaria virginiana	common	NA	NA	NA
Ligusticum porteri	common	NA	NA	NA
Hymenoxys hoopesii	common	NA	NA	NA
Arenaria congesta	common	NA	NA	NA
Delphinium barbeyi	common	NA	NA	NA
Heterotheca villosa	common	NA	NA	NA
Potentilla concinna	common	NA	NA	NA
Thalictrum fendleri	common	NA	NA	NA
Senecio serra	common	NA	NA	NA
Potentilla pulcherrima	common	NA	NA	NA
Heracleum sphondylium	common	NA	NA	NA
Helianthella quinquenervis	common	NA	NA	NA
Viola vallicola	common	NA	NA	NA
Chamerion angustifolium	common	NA	NA	NA
Potentilla pulcherrima x hippiana	common	NA	NA	NA
Maianthemum stellatum	common	NA	NA	NA
Antennaria parvifolia	common	NA	NA	NA
Erigeron elatior	common	NA	NA	NA
Agoseris glauca	common	NA	NA	NA
Arnica mollis	common	NA	NA	NA
Geum rossii	common	NA	NA	NA
Senecio amplectens	common	NA	NA	NA
Erigeron sp.	common	NA	NA	NA
Cymopterus lemmonii	common	NA	NA	NA
Senecio integrerrimus	common	NA	NA	NA
Castilleja occidentalis	common	NA	NA	NA
Cerastium beeringianum	common	NA	NA	NA
Valeriana edulis	common	NA	NA	NA
Geranium richardsonii	common	NA	NA	NA
Vicia americana	common	NA	NA	NA
Viola adunca	common	NA	NA	NA
Silene drummondii	common	NA	NA	NA
Geum triflorum	common	NA	NA	NA
Aquilegia coerulea	common	NA	NA	NA
Lomatium dissectum	common	NA	NA	NA
Symphyotrichum foliaceum	common	NA	NA	NA
Gentiana parryi	common	NA	NA	NA
Vaccinium myrtillus	common	NA	NA	NA
Mertensia ciliata	common	NA	NA	NA
Erigeron coulteri	common	NA	NA	NA
Potentilla gracilis	common	NA	NA	NA
Arnica longifolia	common	NA	NA	NA
Polygonum bistortoides	common	NA	NA	NA
Erigeron glacialis	common	NA	NA	NA
Veronica nutans	common	NA	NA	NA
Lupinus argenteus	common	NA	NA	NA
Silene acaulis	common	NA	NA	NA
Phlox condensata	common	NA	NA	NA
Antennaria rosea	common	NA	NA	NA
Senecio atratus	common	NA	NA	NA
Ivesia gordonii	common	NA	NA	NA
Sedum lanceolatum	common	NA	NA	NA
Potentilla uniflora	common	NA	NA	NA
Oxytropis podocarpa	common	NA	NA	NA
Solidago simplex	common	NA	NA	NA
Gentiana affinis	common	NA	NA	NA
Senecio crassulus	common	NA	NA	NA
Ipomopsis tenuituba	common	NA	NA	NA
Erigeron peregrinus	common	NA	NA	NA
Erigeron pinnactisectus	common	NA	NA	NA
Sibbaldia procumbens	common	NA	NA	NA
Trifolium nanum	common	NA	NA	NA
Senecio soldanella	common	NA	NA	NA
Castilleja sulphurea	common	NA	NA	NA
Gentiana algida	common	NA	NA	NA
Polemonium viscosum	common	NA	NA	NA
Erigeron simplex	common	NA	NA	NA
Castilleja linariifolia	common	NA	NA	NA
Castilleja miniata	common	NA	NA	NA
Draba fladnizensis	common	NA	NA	NA
Packera  werneriifolia	common	NA	NA	NA
Senecio fremontii	common	NA	NA	NA
Phacelia hastata	common	NA	NA	NA
Chaenactis douglasii var. alpina	common	NA	NA	NA
Packera werneriifolia	common	NA	NA	NA
Rydbergia grandiflora	common	NA	NA	NA
Eriogonum umbellatum	common	NA	NA	NA
Festuca thurberi	common	NA	NA	NA
Achnatherum lettermanii	common	NA	NA	NA
Carex obtusata	common	NA	NA	NA
Poa pratensis	common	NA	NA	NA
Elymus trachycaulus	common	NA	NA	NA
Achnatherum nelsonii	common	NA	NA	NA
Carex occidentalis	common	NA	NA	NA
Festuca rubra	common	NA	NA	NA
Carex illota	common	NA	NA	NA
Agrostis variabilis	common	NA	NA	NA
Poa stenantha	common	NA	NA	NA
Elymus glaucus	common	NA	NA	NA
Bromelica spectabilis	common	NA	NA	NA
Deschampsia caespitosa	common	NA	NA	NA
Helictotrichon mortonianum	common	NA	NA	NA
Carex geyeri	common	NA	NA	NA
Poa cusickii	common	NA	NA	NA
Trisetum spicatum	common	NA	NA	NA
Festuca brachyphylla	common	NA	NA	NA
Festuca saximontana	common	NA	NA	NA
Phleum alpinum	common	NA	NA	NA
Poa alpina	common	NA	NA	NA
Carex albonigra	common	NA	NA	NA
Carex athrostachya	common	NA	NA	NA
Agrostis scabra	common	NA	NA	NA
Carex nelsonii	common	NA	NA	NA
Carex duriuscula	common	NA	NA	NA
Poa abbreviata	common	NA	NA	NA
Carex angustior	common	NA	NA	NA
Elymus scribneri	common	NA	NA	NA
Calamagrostis purpurascens	common	NA	NA	NA
Kobresia myosuroides	common	NA	NA	NA
Poa arctica	common	NA	NA	NA
Bromus pumpellianus	common	NA	NA	NA
Calamagrostis stricta	common	NA	NA	NA
Carex praeceptorum	common	NA	NA	NA
Carex tahoensis	common	NA	NA	NA
Carex lachenalii	common	NA	NA	NA
Carex phaeocephala	common	NA	NA	NA
Achnatherum aridum	common	NA	NA	NA
Koeleria macrantha	common	NA	NA	NA
Muhlenbergia filiculmis	common	NA	NA	NA
Poa glauca	common	NA	NA	NA
Blepharoneuron tricholepis	common	NA	NA	NA
Carex egglestonii	common	NA	NA	NA
Artemisia tridentata	common	NA	NA	NA
Amelanchier alnifolia	common	NA	NA	NA
Rosa woodsii	common	NA	NA	NA
Salix sp.	common	NA	NA	NA
Seriphidium arbusculum	common	NA	NA	NA
Ribes montigenum	common	NA	NA	NA
Potentilla fruticosa	common	NA	NA	NA
Vaccinium caespitosum	common	NA	NA	NA
Ericameria nauseosa	common	NA	NA	NA
Mahonia repens	common	NA	NA	NA
Juniperus sp.	common	NA	NA	NA
Chrysothamnus viscidiflorus	common	NA	NA	NA
Populus tremuloides	common	NA	NA	NA
Abies concolor	common	NA	NA	NA
Chenopodium album	common	NA	NA	NA
Achillea millefolium	common	NA	NA	NA
Draba sp.	common	NA	NA	NA
Senecio sp.	common	NA	NA	NA
Bromus sp.	common	NA	NA	NA
Carex sp.	common	NA	NA	NA
