name	name_type	name_resolved	authority_system	authority_id
Actinobdella	scientific	Actinobdella	NA	NA
Platambus	scientific	Platambus	NA	NA
Stagnicola	scientific	Stagnicola	NA	NA
Helius	scientific	Helius	NA	NA
Musculium	scientific	Musculium	NA	NA
Gerris	scientific	Gerris	NA	NA
Plathemis	scientific	Plathemis	NA	NA
Lauterborniella	scientific	Lauterborniella	NA	NA
Glyptotendipes	scientific	Glyptotendipes	NA	NA
Rhabdomastix	scientific	Rhabdomastix	NA	NA
Tyrrellia	scientific	Tyrrellia	NA	NA
Donacia	scientific	Donacia	NA	NA
Orthemis	scientific	Orthemis	NA	NA
Molophilus	scientific	Molophilus	NA	NA
Hygrotus	scientific	Hygrotus	NA	NA
Hydrachna	scientific	Hydrachna	NA	NA
Sympetrum	scientific	Sympetrum	NA	NA
Endochironomus	scientific	Endochironomus	NA	NA
Lutrochus	scientific	Lutrochus	NA	NA
Orconectes	scientific	Orconectes	NA	NA
Paracloeodes	scientific	Paracloeodes	NA	NA
Neoelmis	scientific	Neoelmis	NA	NA
Cardiocladius	scientific	Cardiocladius	NA	NA
Erpetogomphus	scientific	Erpetogomphus	NA	NA
Hexacylloepus	scientific	Hexacylloepus	NA	NA
Nectopsyche	scientific	Nectopsyche	NA	NA
Apobaetis	scientific	Apobaetis	NA	NA
Hexagenia	scientific	Hexagenia	NA	NA
Bothrioneurum	scientific	Bothrioneurum	NA	NA
Cincinnatia	scientific	Cincinnatia	NA	NA
Smicridea	scientific	Smicridea	NA	NA
Orthotrichia	scientific	Orthotrichia	NA	NA
Faxonius	scientific	Faxonius	NA	NA
Brachypodopsis	scientific	Brachypodopsis	NA	NA
Corticacarus	scientific	Corticacarus	NA	NA
Bratislavia	scientific	Bratislavia	NA	NA
Macromia	scientific	Macromia	NA	NA
Brechmorhoga	scientific	Brechmorhoga	NA	NA
Arigomphus	scientific	Arigomphus	NA	NA
Farrodes	scientific	Farrodes	NA	NA
Camelobaetidius	scientific	Camelobaetidius	NA	NA
Cernotina	scientific	Cernotina	NA	NA
Koenikea	scientific	Koenikea	NA	NA
Derotanypus	scientific	Derotanypus	NA	NA
Hydrodroma	scientific	Hydrodroma	NA	NA
Fittkauimyia	scientific	Fittkauimyia	NA	NA
Biomphalaria	scientific	Biomphalaria	NA	NA
Planorbula	scientific	Planorbula	NA	NA
Cnephia	scientific	Cnephia	NA	NA
Chaetarthria	scientific	Chaetarthria	NA	NA
Oxycera	scientific	Oxycera	NA	NA
Boreochlus	scientific	Boreochlus	NA	NA
Zapada	scientific	Zapada	NA	NA
Hesperoperla	scientific	Hesperoperla	NA	NA
Polycelis	scientific	Polycelis	NA	NA
Bilyjomyia	scientific	Bilyjomyia	NA	NA
Heterlimnius	scientific	Heterlimnius	NA	NA
Neothremma	scientific	Neothremma	NA	NA
Podmosta	scientific	Podmosta	NA	NA
Malenka	scientific	Malenka	NA	NA
Pseudodiamesa	scientific	Pseudodiamesa	NA	NA
Eucapnopsis	scientific	Eucapnopsis	NA	NA
Prodiamesa	scientific	Prodiamesa	NA	NA
Parorthocladius	scientific	Parorthocladius	NA	NA
Paraleuctra	scientific	Paraleuctra	NA	NA
Cultus	scientific	Cultus	NA	NA
Paraperla	scientific	Paraperla	NA	NA
Kogotus	scientific	Kogotus	NA	NA
Oreogeton	scientific	Oreogeton	NA	NA
Boreoheptagyia	scientific	Boreoheptagyia	NA	NA
Megarcys	scientific	Megarcys	NA	NA
Monodiamesa	scientific	Monodiamesa	NA	NA
Cleptelmis	scientific	Cleptelmis	NA	NA
Oligophlebodes	scientific	Oligophlebodes	NA	NA
Arctopsyche	scientific	Arctopsyche	NA	NA
Pyrgulopsis	scientific	Pyrgulopsis	NA	NA
Ormosia	scientific	Ormosia	NA	NA
Krenopelopia	scientific	Krenopelopia	NA	NA
Psychoglypha	scientific	Psychoglypha	NA	NA
Ptychoptera	scientific	Ptychoptera	NA	NA
Zaitzevia	scientific	Zaitzevia	NA	NA
Monatractides	scientific	Monatractides	NA	NA
Thyopsella	scientific	Thyopsella	NA	NA
Chyranda	scientific	Chyranda	NA	NA
Caudatella	scientific	Caudatella	NA	NA
Yoraperla	scientific	Yoraperla	NA	NA
Lara	scientific	Lara	NA	NA
Calineuria	scientific	Calineuria	NA	NA
Visoka	scientific	Visoka	NA	NA
Ampumixis	scientific	Ampumixis	NA	NA
Doroneuria	scientific	Doroneuria	NA	NA
Cinygma	scientific	Cinygma	NA	NA
Parapsyche	scientific	Parapsyche	NA	NA
Kathroperla	scientific	Kathroperla	NA	NA
Estelloxus	scientific	Estelloxus	NA	NA
Ironodes	scientific	Ironodes	NA	NA
Pristinicola	scientific	Pristinicola	NA	NA
Anagapetus	scientific	Anagapetus	NA	NA
Despaxia	scientific	Despaxia	NA	NA
Skwala	scientific	Skwala	NA	NA
Moselia	scientific	Moselia	NA	NA
Meringodixa	scientific	Meringodixa	NA	NA
Palaeagapetus	scientific	Palaeagapetus	NA	NA
Hydraena	scientific	Hydraena	NA	NA
Agathon	scientific	Agathon	NA	NA
Timpanoga	scientific	Timpanoga	NA	NA
Soliperla	scientific	Soliperla	NA	NA
Ecclisomyia	scientific	Ecclisomyia	NA	NA
Bryelmis	scientific	Bryelmis	NA	NA
Oreodytes	scientific	Oreodytes	NA	NA
Suwallia	scientific	Suwallia	NA	NA
Peromyscus leucopus	scientific	Peromyscus leucopus	NA	NA
Tamias striatus	scientific	Tamias striatus	NA	NA
Peromyscus maniculatus	scientific	Peromyscus maniculatus	NA	NA
Napaeozapus insignis	scientific	Napaeozapus insignis	NA	NA
Myodes gapperi	scientific	Myodes gapperi	NA	NA
Blarina brevicauda	scientific	Blarina brevicauda	NA	NA
Glaucomys volans	scientific	Glaucomys volans	NA	NA
Sorex cinereus	scientific	Sorex cinereus	NA	NA
Sorex fumeus	scientific	Sorex fumeus	NA	NA
Mustela erminea	scientific	Mustela erminea	NA	NA
Microtus pennsylvanicus	scientific	Microtus pennsylvanicus	NA	NA
Zapus hudsonius	scientific	Zapus hudsonius	NA	NA
Microtus pinetorum	scientific	Microtus pinetorum	NA	NA
Mus musculus	scientific	Mus musculus	NA	NA
Rattus rattus	scientific	Rattus rattus	NA	NA
Cryptotis parva	scientific	Cryptotis parva	NA	NA
Peromyscus gossypinus	scientific	Peromyscus gossypinus	NA	NA
Peromyscus polionotus	scientific	Peromyscus polionotus	NA	NA
Neotoma floridana	scientific	Neotoma floridana	NA	NA
Reithrodontomys humulis	scientific	Reithrodontomys humulis	NA	NA
Sorex longirostris	scientific	Sorex longirostris	NA	NA
Blarina carolinensis	scientific	Blarina carolinensis	NA	NA
Ochrotomys nuttalli	scientific	Ochrotomys nuttalli	NA	NA
Oryzomys palustris	scientific	Oryzomys palustris	NA	NA
Sciurus carolinensis	scientific	Sciurus carolinensis	NA	NA
Sorex arcticus	scientific	Sorex arcticus	NA	NA
Glaucomys sabrinus	scientific	Glaucomys sabrinus	NA	NA
Tamiasciurus hudsonicus	scientific	Tamiasciurus hudsonicus	NA	NA
Sorex hoyi	scientific	Sorex hoyi	NA	NA
Synaptomys cooperi	scientific	Synaptomys cooperi	NA	NA
Tamias minimus	scientific	Tamias minimus	NA	NA
Microtus ochrogaster	scientific	Microtus ochrogaster	NA	NA
Reithrodontomys megalotis	scientific	Reithrodontomys megalotis	NA	NA
Blarina hylophaga	scientific	Blarina hylophaga	NA	NA
Ictidomys tridecemlineatus	scientific	Ictidomys tridecemlineatus	NA	NA
Zapus princeps	scientific	Zapus princeps	NA	NA
Sorex haydeni	scientific	Sorex haydeni	NA	NA
Rattus norvegicus	scientific	Rattus norvegicus	NA	NA
Spermophilus franklinii	scientific	Spermophilus franklinii	NA	NA
Thomomys talpoides	scientific	Thomomys talpoides	NA	NA
Mustela nivalis	scientific	Mustela nivalis	NA	NA
Perognathus flavus	scientific	Perognathus flavus	NA	NA
Onychomys leucogaster	scientific	Onychomys leucogaster	NA	NA
Dipodomys ordii	scientific	Dipodomys ordii	NA	NA
Reithrodontomys montanus	scientific	Reithrodontomys montanus	NA	NA
Microtus longicaudus	scientific	Microtus longicaudus	NA	NA
Perognathus flavescens	scientific	Perognathus flavescens	NA	NA
Spermophilus tereticaudus	scientific	Spermophilus tereticaudus	NA	NA
Neotoma micropus	scientific	Neotoma micropus	NA	NA
Reithrodontomys fulvescens	scientific	Reithrodontomys fulvescens	NA	NA
Baiomys taylori	scientific	Baiomys taylori	NA	NA
Sylvilagus floridanus	scientific	Sylvilagus floridanus	NA	NA
Peromyscus attwateri	scientific	Peromyscus attwateri	NA	NA
Peromyscus truei	scientific	Peromyscus truei	NA	NA
Tamias rufus	scientific	Tamias rufus	NA	NA
Neotoma albigula	scientific	Neotoma albigula	NA	NA
Neotoma mexicana	scientific	Neotoma mexicana	NA	NA
Sylvilagus audubonii	scientific	Sylvilagus audubonii	NA	NA
Perognathus parvus	scientific	Perognathus parvus	NA	NA
Sylvilagus nuttallii	scientific	Sylvilagus nuttallii	NA	NA
Chaetodipus penicillatus	scientific	Chaetodipus penicillatus	NA	NA
Dipodomys merriami	scientific	Dipodomys merriami	NA	NA
Onychomys arenicola	scientific	Onychomys arenicola	NA	NA
Lepus californicus	scientific	Lepus californicus	NA	NA
Chaetodipus intermedius	scientific	Chaetodipus intermedius	NA	NA
Chaetodipus eremicus	scientific	Chaetodipus eremicus	NA	NA
Onychomys torridus	scientific	Onychomys torridus	NA	NA
Perognathus amplus	scientific	Perognathus amplus	NA	NA
Chaetodipus baileyi	scientific	Chaetodipus baileyi	NA	NA
Peromyscus merriami	scientific	Peromyscus merriami	NA	NA
Peromyscus boylii	scientific	Peromyscus boylii	NA	NA
Peromyscus eremicus	scientific	Peromyscus eremicus	NA	NA
Sigmodon arizonae	scientific	Sigmodon arizonae	NA	NA
Tamias dorsalis	scientific	Tamias dorsalis	NA	NA
Dipodomys microps	scientific	Dipodomys microps	NA	NA
Neotoma lepida	scientific	Neotoma lepida	NA	NA
Lemmiscus curtatus	scientific	Lemmiscus curtatus	NA	NA
Tamias alpinus	scientific	Tamias alpinus	NA	NA
